start_index,direction,t,ratio
21,1,2.9,6.641690696830036
21,1,3.0,6.109322717152035
21,1,3.1,5.463423668383914
21,1,3.2,4.766212042239051
21,1,3.3,4.0812241812844166
21,1,3.4,3.4659395955344157
21,1,3.5,2.9680997795548687
21,1,3.6,2.6224076391078714
21,1,3.7,2.443281011016648
21,1,3.8,2.417466512164332
21,1,3.9,2.5091531293856932
21,1,4.0,2.6772383373886046
21,1,4.1,2.8888107401113703
21,1,4.2,3.1222088177265586
21,1,4.3,3.3645678959285483
21,1,4.4,3.6086350380926087
21,1,4.5,3.8504368598096903
21,1,4.6,4.087845207133457
21,1,4.7,4.319753538954772
21,1,4.8,4.545616781478168
21,1,4.9,4.765196812879086
21,1,5.0,4.978422120761279
21,1,5.1,5.185310524741144
21,1,5.2,5.385926746564585
21,1,5.3,5.58035927230787
21,1,5.4,5.768707906503215
21,1,5.5,5.951077242956048
21,1,5.6,6.12757339048891
21,1,5.7,6.298302466720652
21,1,5.8,6.46337002996881
21,1,5.9,6.622880988499347
21,1,6.0,6.776939734354266
21,1,6.1,6.9256503661669875
21,1,6.2,7.069116931113653
21,1,6.3,7.207443652645606
21,1,6.4,7.340735130516571
21,1,6.5,7.469096510070316
21,1,6.6,7.592633622911434
21,1,6.7,7.71145310332857
21,1,6.8,7.825662485504118
21,1,6.9,7.935370286440079
21,1,7.0,8.040686079044418
21,1,7.1,8.141720559213262
21,1,7.2,8.23858561014118
21,1,7.3,8.331394366539563
21,1,7.4,8.420261280955884
21,1,7.5,8.505302194017313
21,1,7.6,8.586634410093412
21,1,7.7,8.664376779646176
21,1,7.8,8.738649789350513
21,1,7.9,8.809575660949035
21,1,8.0,8.877278459707524
21,1,8.1,8.94188421330424
21,1,8.2,9.00352104195182
21,1,8.3,9.062319300565042
21,1,8.4,9.11841173379954
21,1,8.5,9.17193364483849
21,1,8.6,9.223023078852403
21,1,8.7,9.271821022132823
21,1,8.8,9.318471617976185
21,1,8.9,9.363122400500359
21,1,9.0,9.405924547675381
21,1,9.1,9.447033154981241
21,1,9.2,9.486607531233686
21,1,9.3,9.52481151828758
21,1,9.4,9.561813836480626
21,1,9.5,9.59778845789626
21,1,9.6,9.63291500971865
21,1,9.7,9.667379210215968
21,1,9.8,9.701373340147246
21,1,9.9,9.735096752715807
21,1,10.0,9.768756425534757
21,2,0.0,0.0
21,2,0.1,0.014725783549981707
21,2,0.2,0.028137307465981615
21,2,0.3,0.040249309722992746
21,2,0.4,0.051077649499465805
21,2,0.5,0.0606411366459115
21,2,0.6,0.06896399170716197
21,2,0.7,0.07607916778790214
21,2,0.8,0.08203283011227619
21,2,0.9,0.08689034863055912
21,2,1.0,0.09074417692607323
21,2,1.1,0.09372388315440493
21,2,1.2,0.09600819746358379
21,2,1.3,0.09783795898272
21,2,1.4,0.0995269273269705
21,2,1.5,0.10146446963568623
21,2,1.6,0.10410116335603999
21,2,1.7,0.10790856375069478
21,2,1.8,0.11331224746461084
21,2,1.9,0.12061281899890403
21,2,2.0,0.1299223161196483
21,2,2.1,0.14113939515140111
21,2,2.2,0.15396726393249907
21,2,2.3,0.1679614056818722
21,2,2.4,0.182591082411444
21,2,2.5,0.19730345655815984
21,2,2.6,0.21158164654026146
21,2,2.7,0.22498615550202772
21,2,2.8,0.23716874979990016
21,2,2.9,0.24785532420358888
21,2,3.0,0.2568090143853347
21,2,3.1,0.26379737442650886
21,2,3.2,0.26858631094629304
21,2,3.3,0.27096661077070083
21,2,3.4,0.2707981397035687
21,2,3.5,0.26804766135841546
21,2,3.6,0.2628032807522648
21,2,3.7,0.25526312208384905
21,2,3.8,0.24570689432221143
21,2,3.9,0.23446206916653475
21,2,4.0,0.2218736771668046
21,2,4.1,0.20828225699627761
21,2,4.2,0.19401090728769188
21,2,4.3,0.17936045920638682
21,2,4.4,0.16461122282198595
21,2,4.5,0.15002999196831465
21,2,4.6,0.1358815172172981
21,2,4.7,0.12244402967689805
21,2,4.8,0.11002798063101125
21,2,4.9,0.09899469036852135
21,2,5.0,0.08976501861556983
21,2,5.1,0.08279691368424422
21,2,5.2,0.07850476170415203
21,2,5.3,0.07712197519629427
21,2,5.4,0.07858160542920688
21,2,5.5,0.08252055011640201
21,2,5.6,0.08841223322336494
21,2,5.7,0.09572099525816381
21,2,5.8,0.10399326950585835
21,2,5.9,0.11288166337678096
21,2,6.0,0.12213360049477802
21,2,6.1,0.13156986739129156
21,2,6.2,0.14106452973719713
21,2,6.3,0.15052935654021746
21,2,6.4,0.15990261348189094
21,2,6.5,0.16914124006767484
21,2,6.6,0.1782154387822862
21,2,6.7,0.18710492803124645
21,2,6.8,0.1957963314088754
21,2,6.9,0.2042813443350003
21,2,7.0,0.2125554366506046
21,2,7.1,0.22061692882306153
21,2,7.2,0.22846633186505547
21,2,7.3,0.2361058758779098
21,2,7.4,0.2435391752738182
21,2,7.5,0.2507709943027083
21,2,7.6,0.25780708706000194
21,2,7.7,0.2646540933943453
21,2,7.8,0.27131947713797727
21,2,7.9,0.2778114966042975
21,2,8.0,0.2841391997660616
21,2,8.1,0.29031243829218556
21,2,8.2,0.29634189587398263
21,2,8.3,0.30223912717047346
21,2,8.4,0.308016604335659
21,2,8.5,0.3136877685341542
21,2,8.6,0.31926708416332295
21,2,8.7,0.32477009369887433
21,2,8.8,0.33021347120973454
21,2,8.9,0.3356150726722999
