t,v,w,J11_prefix,J12_prefix,J21_prefix,J22_prefix,J11_fixed,J12_fixed,J21_fixed,J22_fixed,J11_exact,eig_re1_prefix,eig_im1_prefix,eig_re2_prefix,eig_im2_prefix,eig_re1_fixed,eig_im1_fixed,eig_re2_fixed,eig_im2_fixed,trace_prefix,trace_fixed,det_prefix,det_fixed
25.75,1.7541619374481403,0.53077260475031,1.0,-1.0,0.08,-0.064,-2.0770841027918134,-1.0,0.08,-0.064,-2.0770841027918134,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10455711298937022,0.0,-2.036526989802443,0.0,0.9359999999999999,-2.1410841027918135,0.016,0.21293338257867608
26.0,1.735063781128826,0.5708509442760437,1.0,-1.0,0.08,-0.064,-2.0104463245850583,-1.0,0.08,-0.064,-2.0104463245850583,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10600711667117575,0.0,-1.9684392079138826,0.0,0.9359999999999999,-2.0744463245850584,0.016,0.20866856477344373
26.25,1.7157324738842838,0.6099118062201707,1.0,-1.0,0.08,-0.064,-1.9437379219410844,-1.0,0.08,-0.064,-1.9437379219410844,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1075689755885014,0.0,-1.900168946352583,0.0,0.9359999999999999,-2.0077379219410845,0.016,0.20439922700422944
26.5,1.6962039807577383,0.6479671183673013,1.0,-1.0,0.08,-0.064,-1.8771079443383973,-1.0,0.08,-0.064,-1.8771079443383973,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1092525705357448,0.0,-1.8318553738026524,0.0,0.9359999999999999,-1.9411079443383974,0.016,0.2001349084376574
26.75,1.676493015010455,0.6850291015493829,1.0,-1.0,0.08,-0.064,-1.810628829378845,-1.0,0.08,-0.064,-1.810628829378845,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11107106863190137,0.0,-1.7635577607469437,0.0,0.9359999999999999,-1.8746288293788451,0.016,0.1958802450802461
27.0,1.6566020115435207,0.7211099417893655,1.0,-1.0,0.08,-0.064,-1.7443302246500392,-1.0,0.08,-0.064,-1.7443302246500392,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11304096532398615,0.0,-1.695289259326053,0.0,0.9359999999999999,-1.8083302246500392,0.016,0.19163713437760252
27.25,1.6365259464211546,0.7562216000909071,1.0,-1.0,0.08,-0.064,-1.6782171733096556,-1.0,0.08,-0.064,-1.6782171733096556,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11518248533806967,0.0,-1.627034687971586,0.0,0.9359999999999999,-1.7422171733096556,0.016,0.18740589909181798
27.5,1.6162549217545852,0.7903756963991658,1.0,-1.0,0.08,-0.064,-1.6122799720959202,-1.0,0.08,-0.064,-1.6122799720959202,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11752030965941196,0.0,-1.5587596624365083,0.0,0.9359999999999999,-1.6762799720959203,0.016,0.1831859182141389
27.75,1.5957755265359577,0.8235834333259281,1.0,-1.0,0.08,-0.064,-1.5464995310911123,-1.0,0.08,-0.064,-1.5464995310911123,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1200846650614889,0.0,-1.4904148660296235,0.0,0.9359999999999999,-1.6104995310911123,0.016,0.17897596998983117
28.0,1.575071510679852,0.8558555406193522,1.0,-1.0,0.08,-0.064,-1.4808502637553111,-1.0,0.08,-0.064,-1.4808502637553111,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1229128783551576,0.0,-1.4219373854001536,0.0,0.9359999999999999,-1.5448502637553112,0.016,0.17477441688033993
28.25,1.55412405985579,0.8872022295774227,1.0,-1.0,0.08,-0.064,-1.415301593422643,-1.0,0.08,-0.064,-1.415301593422643,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12605157971651187,0.0,-1.3532500137061312,0.0,0.9359999999999999,-1.479301593422643,0.016,0.17057930197904916
28.5,1.532911825021105,0.9176331510167056,1.0,-1.0,0.08,-0.064,-1.3498186632895344,-1.0,0.08,-0.064,-1.3498186632895344,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12955986319786436,0.0,-1.2842588000916701,0.0,0.9359999999999999,-1.4138186632895344,0.016,0.1663883944505302
28.75,1.5114107876177303,0.9471573527663966,1.0,-1.0,0.08,-0.064,-1.2843625689272473,-1.0,0.08,-0.064,-1.2843625689272473,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13351391915508426,0.0,-1.2148486497721631,0.0,0.9359999999999999,-1.3483625689272474,0.016,0.16219920441134386
29.0,1.489594000469147,0.9757832338833139,1.0,-1.0,0.08,-0.064,-1.2188902862336772,-1.0,0.08,-0.064,-1.2188902862336772,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13801402239700644,0.0,-1.1448762638366707,0.0,0.9359999999999999,-1.2828902862336773,0.016,0.15800897831895533
29.25,1.4674312203766846,1.0035184933635424,1.0,-1.0,0.08,-0.064,-1.153354386536206,-1.0,0.08,-0.064,-1.153354386536206,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14319545907607434,0.0,-1.0741589274601315,0.0,0.9359999999999999,-1.217354386536206,0.016,0.15381468073831717
29.5,1.4448884331378984,1.0303700713172272,1.0,-1.0,0.08,-0.064,-1.087702584215691,-1.0,0.08,-0.064,-1.087702584215691,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14924638680028696,0.0,-1.002456197415404,0.0,0.9359999999999999,-1.1517025842156912,0.016,0.14961296538980426
29.75,1.421927260685413,1.0563440805055213,1.0,-1.0,0.08,-0.064,-1.0218771346803224,-1.0,0.08,-0.064,-1.0218771346803224,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15643869504283933,0.0,-0.9294384396374831,0.0,0.9359999999999999,-1.0858771346803224,0.016,0.14540013661954063
30.0,1.3985042306230033,1.0814457258728898,1.0,-1.0,0.08,-0.064,-0.9558140830704382,-1.0,0.08,-0.064,-0.9558140830704382,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1651852846200345,0.0,-0.8546287984504037,0.0,0.9359999999999999,-1.0198140830704383,0.016,0.14117210131650806
30.25,1.3745698788816854,1.1056792092605918,1.0,-1.0,0.08,-0.064,-0.8894423519288108,-1.0,0.08,-0.064,-0.8894423519288108,0.91858184606129,0.0,0.017418153938710032,0.0,-0.17615709113482753,0.0,-0.7772852607939833,0.0,0.9359999999999999,-0.9534423519288109,0.016,0.1369243105234439
30.5,1.3500676451770293,1.1290476158446194,1.0,-1.0,0.08,-0.064,-0.822682646553849,-1.0,0.08,-0.064,-0.822682646553849,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1905571474559524,0.0,-0.6961254990978967,0.0,0.9359999999999999,-0.8866826465538491,0.016,0.13265168937944635
30.75,1.3249325071060467,1.1515527779643873,1.0,-1.0,0.08,-0.064,-0.7554461483863144,-1.0,0.08,-0.064,-0.7554461483863144,0.91858184606129,0.0,0.017418153938710032,0.0,-0.21091551893036728,0.0,-0.6085306294559472,0.0,0.9359999999999999,-0.8194461483863145,0.016,0.12834855349672414
31.0,1.2990892805449716,1.1731951108304879,1.0,-1.0,0.08,-0.064,-0.6876329588268519,-1.0,0.08,-0.064,-0.6876329588268519,0.91858184606129,0.0,0.017418153938710032,0.0,-0.24455522529103274,0.0,-0.5070777335358192,0.0,0.9359999999999999,-0.751632958826852,0.016,0.12400850936491853
31.25,1.2724504894854909,1.1939734130206234,1.0,-1.0,0.08,-0.064,-0.6191302481918655,-1.0,0.08,-0.064,-0.6191302481918655,0.91858184606129,0.0,0.017418153938710032,0.0,-0.34156512409593276,0.05438383845968815,-0.34156512409593276,-0.05438383845968815,0.9359999999999999,-0.6831302481918655,0.016,0.11962433588427938
31.5,1.244913674760616,1.213884622546527,1.0,-1.0,0.08,-0.064,-0.5498100576059806,-1.0,0.08,-0.064,-0.5498100576059806,0.91858184606129,0.0,0.017418153938710032,0.0,-0.3069050288029902,0.1449039232809741,-0.3069050288029902,-0.1449039232809741,0.9359999999999999,-0.6138100576059806,0.016,0.11518784368678277
31.75,1.216357964187087,1.2329235163901946,1.0,-1.0,0.08,-0.064,-0.47952669704135475,-1.0,0.08,-0.064,-0.47952669704135475,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2717633485206773,0.19192287776988842,-0.2717633485206773,-0.19192287776988842,0.9359999999999999,-0.5435266970413548,0.016,0.11068970861064671
32.0,1.1866396604667329,1.2510823374584705,1.0,-1.0,0.08,-0.064,-0.40811368379260315,-1.0,0.08,-0.064,-0.40811368379260315,0.91858184606129,0.0,0.017418153938710032,0.0,-0.23605684189630158,0.22449152134695666,-0.23605684189630158,-0.22449152134695666,0.9359999999999999,-0.47211368379260316,0.016,0.1061192757627266
32.25,1.1555865087100043,1.2683503274420467,1.0,-1.0,0.08,-0.064,-0.335380179112577,-1.0,0.08,-0.064,-0.335380179112577,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1996900895562885,0.2481696991903049,-0.1996900895562885,-0.2481696991903049,0.9359999999999999,-0.399380179112577,0.016,0.10146433146320494
32.5,1.1229901689421016,1.284713136423909,1.0,-1.0,0.08,-0.064,-0.26110691954060994,-1.0,0.08,-0.064,-0.26110691954060994,0.91858184606129,0.0,0.017418153938710032,0.0,-0.16255345977030494,0.26511736187451557,-0.16255345977030494,-0.26511736187451557,0.9359999999999999,-0.32510691954060994,0.016,0.09671084285059904
32.75,1.0885962193191796,1.3001520692691524,1.0,-1.0,0.08,-0.064,-0.18504172871601132,-1.0,0.08,-0.064,-0.18504172871601132,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12452086435800568,0.27629191985535856,-0.12452086435800568,-0.27629191985535856,0.9359999999999999,-0.24904172871601132,0.016,0.09184267063782471
33.0,1.05209072022656,1.3146431133386152,1.0,-1.0,0.08,-0.064,-0.10689488358684152,-1.0,0.08,-0.064,-0.10689488358684152,0.91858184606129,0.0,0.017418153938710032,0.0,-0.08544744179342077,0.28202838020404586,-0.08544744179342077,-0.28202838020404586,0.9359999999999999,-0.17089488358684152,0.016,0.08684127254955784
33.25,1.013081926547358,1.328155669601031,1.0,-1.0,0.08,-0.064,-0.026334989896906524,-1.0,0.08,-0.064,-0.026334989896906524,0.91858184606129,0.0,0.017418153938710032,0.0,-0.04516749494845325,0.28221505408727476,-0.04516749494845325,-0.28221505408727476,0.9359999999999999,-0.09033498989690653,0.016,0.08168543935340201
33.5,0.9710750641042956,1.3406508762146503,1.0,-1.0,0.08,-0.064,0.05701321987483832,-1.0,0.08,-0.064,0.05701321987483832,0.91858184606129,0.0,0.017418153938710032,0.0,-0.0034933900625808484,0.27629504185540676,-0.0034933900625808484,-0.27629504185540676,0.9359999999999999,-0.0069867801251616846,0.016,0.07635115392801035
33.75,0.9254370586049496,1.3520793645680038,1.0,-1.0,0.08,-0.064,0.143566250560619,-1.0,0.08,-0.064,0.143566250560619,0.91858184606129,0.0,0.017418153938710032,0.0,0.0397831252803095,0.26311416325817877,0.0397831252803095,-0.26311416325817877,0.9359999999999999,0.079566250560619,0.016,0.0708117599641204
34.0,0.8753465210920888,1.3623782139476615,1.0,-1.0,0.08,-0.064,0.23376846801197748,-1.0,0.08,-0.064,0.23376846801197748,0.91858184606129,0.0,0.017418153938710032,0.0,0.08488423400598874,0.24048593485784148,0.08488423400598874,-0.24048593485784148,0.9359999999999999,0.16976846801197748,0.016,0.06503881804723344
34.25,0.819721848318987,1.3714667589558345,1.0,-1.0,0.08,-0.064,0.3280560913885038,-1.0,0.08,-0.064,0.3280560913885038,0.91858184606129,0.0,0.017418153938710032,0.0,0.1320280456942519,0.20389459360486314,0.1320280456942519,-0.20389459360486314,0.9359999999999999,0.2640560913885038,0.016,0.059004410151135764
34.5,0.7571165593405396,1.37924073297296,1.0,-1.0,0.08,-0.064,0.42677451557234325,-1.0,0.08,-0.064,0.42677451557234325,0.91858184606129,0.0,0.017418153938710032,0.0,0.18138725778617165,0.14065949564882907,0.18138725778617165,-0.14065949564882907,0.9359999999999999,0.36277451557234325,0.016,0.05268643100337004
34.75,0.6855654703215887,1.3855639717089976,1.0,-1.0,0.08,-0.064,0.529999985902739,-1.0,0.08,-0.064,0.529999985902739,0.91858184606129,0.0,0.017418153938710032,0.0,0.3236035017858154,0.0,0.14239648411692357,0.0,0.9359999999999999,0.465999985902739,0.016,0.0460800009022247
35.0,0.6023578851409175,1.390256516645133,1.0,-1.0,0.08,-0.064,0.6371649782085613,-1.0,0.08,-0.064,0.6371649782085613,0.91858184606129,0.0,0.017418153938710032,0.0,0.49372514928453687,0.0,0.07943982892402451,0.0,0.9359999999999999,0.5731649782085613,0.016,0.039221441394652064
35.25,0.5037066109661736,1.3930774263181829,1.0,-1.0,0.08,-0.064,0.7462796500689718,-1.0,0.08,-0.064,0.7462796500689718,0.91858184606129,0.0,0.017418153938710032,0.0,0.6312058137835528,0.0,0.051073836285418936,0.0,0.9359999999999999,0.6822796500689718,0.016,0.03223810239558581
35.5,0.38428429537620135,1.3937000040664185,1.0,-1.0,0.08,-0.064,0.8523255803272165,-1.0,0.08,-0.064,0.8523255803272165,0.91858184606129,0.0,0.017418153938710032,0.0,0.754597447612781,0.0,0.03372813271443546,0.0,0.9359999999999999,0.7883255803272164,0.016,0.02545116285905814
35.75,0.23664826754361135,1.3916769786610124,1.0,-1.0,0.08,-0.064,0.9439975974686073,-1.0,0.08,-0.064,0.9439975974686073,0.91858184606129,0.0,0.017418153938710032,0.0,0.857149597757416,0.0,0.022847999711191253,0.0,0.9359999999999999,0.8799975974686074,0.016,0.019584153762009126
36.0,0.0507888308591093,1.3863953129014868,1.0,-1.0,0.08,-0.064,0.9974204946599647,-1.0,0.08,-0.064,0.9974204946599647,0.91858184606129,0.0,0.017418153938710032,0.0,0.9157685582663808,0.0,0.017651936393583978,0.0,0.9359999999999999,0.9334204946599647,0.016,0.01616508834176225
36.25,-0.1852793730109425,1.3770306177046499,1.0,-1.0,0.08,-0.064,0.965671553936672,-1.0,0.08,-0.064,0.965671553936672,0.91858184606129,0.0,0.017418153938710032,0.0,0.8810169913961516,0.0,0.02065456254052045,0.0,0.9359999999999999,0.901671553936672,0.016,0.018197020548052986
36.5,-0.48133130964463633,1.3625436776649331,1.0,-1.0,0.08,-0.064,0.7683201703557793,-1.0,0.08,-0.064,0.7683201703557793,0.91858184606129,0.0,0.017418153938710032,0.0,0.657429173844378,0.0,0.046890996511401245,0.0,0.9359999999999999,0.7043201703557793,0.016,0.030827509097230123
36.75,-0.832931238598919,1.3418313746874297,1.0,-1.0,0.08,-0.064,0.3062255517660706,-1.0,0.08,-0.064,0.3062255517660706,0.91858184606129,0.0,0.017418153938710032,0.0,0.12111277588303529,0.2138533614533032,0.12111277588303529,-0.2138533614533032,0.9359999999999999,0.24222555176607058,0.016,0.06040156468697148
37.0,-1.203715789760869,1.314188914139211,1.0,-1.0,0.08,-0.064,-0.44893170251963266,-1.0,0.08,-0.064,-0.44893170251963266,0.91858184606129,0.0,0.017418153938710032,0.0,-0.25646585125981636,0.20726045473952398,-0.25646585125981636,-0.20726045473952398,0.9359999999999999,-0.5129317025196327,0.016,0.10873162896125649
37.25,-1.5277796592603103,1.2799790485086402,1.0,-1.0,0.08,-0.064,-1.3341106872495496,-1.0,0.08,-0.064,-1.3341106872495496,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1304647268657741,0.0,-1.2676459603837755,0.0,0.9359999999999999,-1.3981106872495497,0.016,0.16538308398397117
37.5,-1.754360757364606,1.2408080990565593,1.0,-1.0,0.08,-0.064,-2.077781666980914,-1.0,0.08,-0.064,-2.077781666980914,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10454247468442726,0.0,-2.0372391922964868,0.0,0.9359999999999999,-2.141781666980914,0.016,0.21297802668677848
37.75,-1.8829972738002165,1.1987738132901453,1.0,-1.0,0.08,-0.064,-2.5456787331390474,-1.0,0.08,-0.064,-2.5456787331390474,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09666622764089447,0.0,-2.513012505498153,0.0,0.9359999999999999,-2.6096787331390474,0.016,0.24292343892089904
38.0,-1.9438760961918802,1.1555843310583682,1.0,-1.0,0.08,-0.064,-2.7786542773461833,-1.0,0.08,-0.064,-2.7786542773461833,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09379673925525453,0.0,-2.748857538090929,0.0,0.9359999999999999,-2.8426542773461834,0.016,0.25783387375015576
38.25,-1.9666527842393815,1.112291835499316,1.0,-1.0,0.08,-0.064,-2.867723173756511,-1.0,0.08,-0.064,-2.867723173756511,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09282993802058234,0.0,-2.838893235735929,0.0,0.9359999999999999,-2.9317231737565113,0.016,0.2635342831204167
38.5,-1.970119164366119,1.0694491957416463,1.0,-1.0,0.08,-0.064,-2.8813695218026547,-1.0,0.08,-0.064,-2.8813695218026547,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09268738568801566,0.0,-2.8526821361146393,0.0,0.9359999999999999,-2.9453695218026548,0.016,0.2644076493953699
38.75,-1.9642373961172026,1.0273220923537476,1.0,-1.0,0.08,-0.064,-2.8582285483052883,-1.0,0.08,-0.064,-2.8582285483052883,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09292996820513413,0.0,-2.8292985801001542,0.0,0.9359999999999999,-2.9222285483052883,0.016,0.26292662709153847
39.0,-1.953906202159541,0.98603005381182,1.0,-1.0,0.08,-0.064,-2.8177494468375213,-1.0,0.08,-0.064,-2.8177494468375213,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09336442513177218,0.0,-2.788385021705749,0.0,0.9359999999999999,-2.8817494468375213,0.016,0.26033596459760133
39.25,-1.9414678094118327,0.945621954526958,1.0,-1.0,0.08,-0.064,-2.7692972549823804,-1.0,0.08,-0.064,-2.7692972549823804,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09390212515077553,0.0,-2.739395129831605,0.0,0.9359999999999999,-2.8332972549823805,0.016,0.25723502431887235
39.5,-1.92803517638568,0.9061131472977486,1.0,-1.0,0.08,-0.064,-2.71731964138056,-1.0,0.08,-0.064,-2.71731964138056,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09450154338230946,0.0,-2.686818097998251,0.0,0.9359999999999999,-2.78131964138056,0.016,0.25390845704835585
39.75,-1.914139158029844,0.8675031637264089,1.0,-1.0,0.08,-0.064,-2.6639287163031993,-1.0,0.08,-0.064,-2.6639287163031993,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09514312075663059,0.0,-2.6327855955465687,0.0,0.9359999999999999,-2.7279287163031993,0.016,0.2504914378434048
40.0,-1.9000350109728283,0.8297840878260065,1.0,-1.0,0.08,-0.064,-2.6101330429225156,-1.0,0.08,-0.064,-2.6101330429225156,0.91858184606129,0.0,0.017418153938710032,0.0,-0.0958178082432069,0.0,-2.578315234679309,0.0,0.9359999999999999,-2.6741330429225156,0.016,0.24704851474704098
40.25,-1.885846615203244,0.7929445299177391,1.0,-1.0,0.08,-0.064,-2.5564174560735324,-1.0,0.08,-0.064,-2.5564174560735324,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09652170337389426,0.0,-2.523895752699638,0.0,0.9359999999999999,-2.6204174560735325,0.016,0.24361071718870608
40.5,-1.8716345866564537,0.756971527633769,1.0,-1.0,0.08,-0.064,-2.503016025968674,-1.0,0.08,-0.064,-2.503016025968674,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09725348981782622,0.0,-2.4697625361508475,0.0,0.9359999999999999,-2.567016025968674,0.016,0.24019302566199516
40.75,-1.857428717313939,0.72185146428111,1.0,-1.0,0.08,-0.064,-2.450041439902505,-1.0,0.08,-0.064,-2.450041439902505,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09801319701060962,0.0,-2.4160282428918953,0.0,0.9359999999999999,-2.514041439902505,0.016,0.2368026521537603
41.0,-1.843243590367053,0.6875705169250692,1.0,-1.0,0.08,-0.064,-2.3975469334292243,-1.0,0.08,-0.064,-2.3975469334292243,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09880159311119344,0.0,-2.362745340318031,0.0,0.9359999999999999,-2.4615469334292244,0.016,0.23344300373947033
41.25,-1.8290861842446824,0.6541148768920095,1.0,-1.0,0.08,-0.064,-2.345556269394772,-1.0,0.08,-0.064,-2.345556269394772,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09961988693209545,0.0,-2.3099363824626766,0.0,0.9359999999999999,-2.409556269394772,0.016,0.23011560124126543
41.5,-1.814959620014145,0.6214708588444173,1.0,-1.0,0.08,-0.064,-2.2940784222818893,-1.0,0.08,-0.064,-2.2940784222818893,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10046958316979687,0.0,-2.257608839112092,0.0,0.9359999999999999,-2.3580784222818894,0.016,0.22682101902604093
41.75,-1.800865030379429,0.5896249546527284,1.0,-1.0,0.08,-0.064,-2.2431148576435014,-1.0,0.08,-0.064,-2.2431148576435014,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1013524151952881,0.0,-2.205762442448213,0.0,0.9359999999999999,-2.3071148576435014,0.016,0.22355935088918408
42.0,-1.7868025027874834,0.5585638596035103,1.0,-1.0,0.08,-0.064,-2.1926631839676145,-1.0,0.08,-0.064,-2.1926631839676145,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10227031813375811,0.0,-2.1543928658338563,0.0,0.9359999999999999,-2.2566631839676146,0.016,0.22033044377392733
42.25,-1.7727715606137802,0.5282744845962278,1.0,-1.0,0.08,-0.064,-2.142719006121017,-1.0,0.08,-0.064,-2.142719006121017,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10322542374804593,0.0,-2.103493582372971,0.0,0.9359999999999999,-2.206719006121017,0.016,0.2171340163917451
42.5,-1.7587714110924992,0.49874396117843084,1.0,-1.0,0.08,-0.064,-2.093276876476301,-1.0,0.08,-0.064,-2.093276876476301,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10422006795239222,0.0,-2.0530568085239085,0.0,0.9359999999999999,-2.157276876476301,0.016,0.21396972009448326
42.75,-1.74480107401412,0.46995964289789044,1.0,-1.0,0.08,-0.064,-2.0443307878808263,-1.0,0.08,-0.064,-2.0443307878808263,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10525680647944305,0.0,-2.0030739814013834,0.0,0.9359999999999999,-2.1083307878808264,0.016,0.2108371704243729
43.0,-1.7308594487101991,0.44190910475967626,1.0,-1.0,0.08,-0.064,-1.9958744311893746,-1.0,0.08,-0.064,-1.9958744311893746,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10633843664853829,0.0,-1.9535359945408364,0.0,0.9359999999999999,-2.0598744311893746,0.016,0.20773596359611998
43.25,-1.7169453486743635,0.4145801417186454,1.0,-1.0,0.08,-0.064,-1.9479013303345316,-1.0,0.08,-0.064,-1.9479013303345316,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10746802448406681,0.0,-1.9044333058504648,0.0,0.9359999999999999,-2.0119013303345317,0.016,0.20466568514141004
43.5,-1.7030575189617172,0.3879607666978521,1.0,-1.0,0.08,-0.064,-1.9004049128920397,-1.0,0.08,-0.064,-1.9004049128920397,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10864893717916635,0.0,-1.8557559757128734,0.0,0.9359999999999999,-1.9644049128920398,0.016,0.20162591442509056
43.75,-1.6891946442622772,0.3620392083951904,1.0,-1.0,0.08,-0.064,-1.853378546204361,-1.0,0.08,-0.064,-1.853378546204361,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10988488138162153,0.0,-1.8074936648227395,0.0,0.9359999999999999,-1.917378546204361,0.016,0.1986162269570791
44.0,-1.675355351805543,0.33680390902096485,1.0,-1.0,0.08,-0.064,-1.806815554823475,-1.0,0.08,-0.064,-1.806815554823475,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1111799481474835,0.0,-1.7596356066759915,0.0,0.9359999999999999,-1.870815554823475,0.016,0.19563619550870243
44.25,-1.6615382113025892,0.3122435220458141,1.0,-1.0,0.08,-0.064,-1.7607092276186074,-1.0,0.08,-0.064,-1.7607092276186074,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11253866574904352,0.0,-1.7121705618695637,0.0,0.9359999999999999,-1.8247092276186074,0.016,0.19268539056759088
44.5,-1.6477417331022042,0.28834691000468177,1.0,-1.0,0.08,-0.064,-1.7150528190066554,-1.0,0.08,-0.064,-1.7150528190066554,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11396606189170833,0.0,-1.665086757114947,0.0,0.9359999999999999,-1.7790528190066555,0.016,0.18976338041642593
44.75,-1.6339643651871705,0.26510314238449956,1.0,-1.0,0.08,-0.064,-1.6698395467015126,-1.0,0.08,-0.064,-1.6698395467015126,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11546773733140406,0.0,-1.6183718093701085,0.0,0.9359999999999999,-1.7338395467015126,0.016,0.1868697309888968
45.0,-1.6202044893384402,0.24250149361364987,1.0,-1.0,0.08,-0.064,-1.6250625872724358,-1.0,0.08,-0.064,-1.6250625872724358,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11704995343192937,0.0,-1.5720126338405065,0.0,0.9359999999999999,-1.6890625872724359,0.016,0.1840040055854359
45.25,-1.606460416630457,0.2205314411662764,1.0,-1.0,0.08,-0.064,-1.5807150702005015,-1.0,0.08,-0.064,-1.5807150702005015,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11871973690907339,0.0,-1.525995333291428,0.0,0.9359999999999999,-1.6447150702005016,0.016,0.18116576449283212
45.5,-1.5927303823279817,0.19918266379207805,1.0,-1.0,0.08,-0.064,-1.5367900707906381,-1.0,0.08,-0.064,-1.5367900707906381,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12048500593930846,0.0,-1.4803050648513296,0.0,0.9359999999999999,-1.6007900707906382,0.016,0.17835456453060083
45.75,-1.5790125402004183,0.17844503988124,1.0,-1.0,0.08,-0.064,-1.4932806021101777,-1.0,0.08,-0.064,-1.4932806021101777,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12235472305408782,0.0,-1.43492587905609,0.0,0.9359999999999999,-1.5572806021101777,0.016,0.17556995853505136
46.0,-1.5653049562359882,0.15830864597404593,1.0,-1.0,0.08,-0.064,-1.450179606016949,-1.0,0.08,-0.064,-1.450179606016949,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12433908192289093,0.0,-1.389840524094058,0.0,0.9359999999999999,-1.514179606016949,0.016,0.17281149478508473
46.25,-1.5516056017154678,0.1387637554251514,1.0,-1.0,0.08,-0.064,-1.407479943274819,-1.0,0.08,-0.064,-1.407479943274819,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1264497374341788,0.0,-1.3450302058406403,0.0,0.9359999999999999,-1.4714799432748191,0.016,0.17007871636958843
46.5,-1.5379123455881898,0.11980083723331418,1.0,-1.0,0.08,-0.064,-1.3651743827125675,-1.0,0.08,-0.064,-1.3651743827125675,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12870009168873026,0.0,-1.3004742910238374,0.0,0.9359999999999999,-1.4291743827125676,0.016,0.16737116049360432
46.75,-1.5242229460785228,0.10141055504849174,1.0,-1.0,0.08,-0.064,-1.3232555893522915,-1.0,0.08,-0.064,-1.3232555893522915,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13110565304192817,0.0,-1.2561499363103632,0.0,0.9359999999999999,-1.3872555893522915,0.016,0.16468835771854665
47.0,-1.5105350414372858,0.08358376636958507,1.0,-1.0,0.08,-0.064,-1.281716111409943,-1.0,0.08,-0.064,-1.281716111409943,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13368449181590417,0.0,-1.2120316195940388,0.0,0.9359999999999999,-1.345716111409943,0.016,0.16202983113023633
