t,v,w,J11_prefix,J12_prefix,J21_prefix,J22_prefix,J11_fixed,J12_fixed,J21_fixed,J22_fixed,J11_exact,eig_re1_prefix,eig_im1_prefix,eig_re2_prefix,eig_im2_prefix,eig_re1_fixed,eig_im1_fixed,eig_re2_fixed,eig_im2_fixed,trace_prefix,trace_fixed,det_prefix,det_fixed
68.5,1.4873422945028225,0.9786624482904449,1.0,-1.0,0.08,-0.064,-1.2121871010169203,-1.0,0.08,-0.064,-1.2121871010169203,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1385103194694171,0.0,-1.137676781547503,0.0,0.9359999999999999,-1.2761871010169203,0.016,0.1575799744650829
68.75,1.4651422553150384,1.0063069663308097,1.0,-1.0,0.08,-0.064,-1.1466418283096371,-1.0,0.08,-0.064,-1.1466418283096371,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14377099041805913,0.0,-1.066870837891578,0.0,0.9359999999999999,-1.2106418283096372,0.016,0.15338507701181678
69.0,1.4425584929577457,1.0330684676813522,1.0,-1.0,0.08,-0.064,-1.0809750056045226,-1.0,0.08,-0.064,-1.0809750056045226,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14992444182073195,0.0,-0.9950505637837905,0.0,0.9359999999999999,-1.1449750056045227,0.016,0.14918240035868946
69.25,1.4195521441105057,1.0589529761190921,1.0,-1.0,0.08,-0.064,-1.0151282898487333,-1.0,0.08,-0.064,-1.0151282898487333,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15725372662839082,0.0,-0.9218745632203424,0.0,0.9359999999999999,-1.0791282898487333,0.016,0.14496821055031892
69.5,1.3960791675399953,1.0839655985859007,1.0,-1.0,0.08,-0.064,-0.9490370420391661,-1.0,0.08,-0.064,-0.9490370420391661,0.91858184606129,0.0,0.017418153938710032,0.0,-0.16619126462456676,0.0,-0.8468457774145992,0.0,0.9359999999999999,-1.0130370420391661,0.016,0.14073837069050663
69.75,1.37208942760992,1.108110428203185,1.0,-1.0,0.08,-0.064,-0.8826293973589179,-1.0,0.08,-0.064,-0.8826293973589179,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1774456016871298,0.0,-0.769183795671788,0.0,0.9359999999999999,-0.9466293973589179,0.016,0.13648828143097075
70.0,1.3475255657447942,1.1313904286122554,1.0,-1.0,0.08,-0.064,-0.8158251503358276,-1.0,0.08,-0.064,-0.8158251503358276,0.91858184606129,0.0,0.017418153938710032,0.0,-0.19230347967792089,0.0,-0.6875216706579066,0.0,0.9359999999999999,-0.8798251503358276,0.016,0.13221280962149295
70.25,1.3223216040539765,1.153807295201319,1.0,-1.0,0.08,-0.064,-0.7485344245478811,-1.0,0.08,-0.064,-0.7485344245478811,0.91858184606129,0.0,0.017418153938710032,0.0,-0.21353204527586864,0.0,-0.5990023792720125,0.0,0.9359999999999999,-0.8125344245478812,0.016,0.1279062031710644
70.5,1.2964012065988786,1.175361287566284,1.0,-1.0,0.08,-0.064,-0.680656088471028,-1.0,0.08,-0.064,-0.680656088471028,0.91858184606129,0.0,0.017418153938710032,0.0,-0.24958366407048543,0.0,-0.4950724244005425,0.0,0.9359999999999999,-0.744656088471028,0.016,0.1235619896621458
70.75,1.2696754984711376,1.1960510259249588,1.0,-1.0,0.08,-0.064,-0.6120758714179317,-1.0,0.08,-0.064,-0.6120758714179317,0.91858184606129,0.0,0.017418153938710032,0.0,-0.3380379357089659,0.07002292333492441,-0.3380379357089659,-0.07002292333492441,0.9359999999999999,-0.6760758714179318,0.016,0.11917285577074764
71.0,1.242040308021996,1.2158732420113836,1.0,-1.0,0.08,-0.064,-0.5426641267513745,-1.0,0.08,-0.064,-0.5426641267513745,0.91858184606129,0.0,0.017418153938710032,0.0,-0.30333206337568724,0.15073209160738135,-0.30333206337568724,-0.15073209160738135,0.9359999999999999,-0.6066641267513746,0.016,0.11473050411208797
71.25,1.213372649005052,1.2348224719995837,1.0,-1.0,0.08,-0.064,-0.4722731853535369,-1.0,0.08,-0.064,-0.4722731853535369,0.91858184606129,0.0,0.017418153938710032,0.0,-0.26813659267676854,0.1957760238903609,-0.26813659267676854,-0.1957760238903609,0.9359999999999999,-0.536273185353537,0.016,0.11022548386262636
71.5,1.1835261907925363,1.2528906749254287,1.0,-1.0,0.08,-0.064,-0.40073424429189086,-1.0,0.08,-0.064,-0.40073424429189086,0.91858184606129,0.0,0.017418153938710032,0.0,-0.23236712214594538,0.227271890431466,-0.23236712214594538,-0.227271890431466,0.9359999999999999,-0.46473424429189086,0.016,0.10564699163468103
71.75,1.1523253667747748,1.2700667544243767,1.0,-1.0,0.08,-0.064,-0.32785375091261937,-1.0,0.08,-0.064,-0.32785375091261937,0.91858184606129,0.0,0.017418153938710032,0.0,-0.19592687545630966,0.2501905264640037,-0.19592687545630966,-0.2501905264640037,0.9359999999999999,-0.39185375091261937,0.016,0.10098264005840765
72.0,1.1195576292142893,1.2863359536897692,1.0,-1.0,0.08,-0.064,-0.25340928513191985,-1.0,0.08,-0.064,-0.25340928513191985,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15870464256595995,0.26651647355548924,-0.15870464256595995,-0.26651647355548924,0.9359999999999999,-0.31740928513191985,0.016,0.09621819424844287
72.25,1.0849631511302869,1.3016790823444666,1.0,-1.0,0.08,-0.064,-0.17714503931056158,-1.0,0.08,-0.064,-0.17714503931056158,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12057251965528079,0.27712731734683405,-0.12057251965528079,-0.27712731734683405,0.9359999999999999,-0.24114503931056158,0.016,0.09133728251587594
72.5,1.0482209679124403,1.3160715178375204,1.0,-1.0,0.08,-0.064,-0.09876719757129337,-1.0,0.08,-0.064,-0.09876719757129337,0.91858184606129,0.0,0.017418153938710032,0.0,-0.08138359878564669,0.282308006427837,-0.08138359878564669,-0.282308006427837,0.9359999999999999,-0.16276719757129338,0.016,0.08632110064456278
72.75,1.008930089457559,1.3294819006215324,1.0,-1.0,0.08,-0.064,-0.017939925412838065,-1.0,0.08,-0.064,-0.017939925412838065,0.91858184606129,0.0,0.017418153938710032,0.0,-0.04096996270641904,0.28190356042848463,-0.04096996270641904,-0.28190356042848463,0.9359999999999999,-0.08193992541283807,0.016,0.08114815522642164
73.0,0.9665834127305102,1.3418704080136656,1.0,-1.0,0.08,-0.064,0.06571650623424019,-1.0,0.08,-0.064,0.06571650623424019,0.91858184606129,0.0,0.017418153938710032,0.0,0.0008582531171200929,0.2753060242758875,0.0008582531171200929,-0.2753060242758875,0.9359999999999999,0.0017165062342401893,0.016,0.07579414360100863
73.25,0.9205311907015092,1.3531864404936227,1.0,-1.0,0.08,-0.064,0.15262232694566158,-1.0,0.08,-0.064,0.15262232694566158,0.91858184606129,0.0,0.017418153938710032,0.0,0.044311163472830796,0.2612827814211295,0.044311163472830796,-0.2612827814211295,0.9359999999999999,0.08862232694566158,0.016,0.07023217107547765
73.5,0.8699291571829395,1.3633654771774995,1.0,-1.0,0.08,-0.064,0.24322326148298057,-1.0,0.08,-0.064,0.24322326148298057,0.91858184606129,0.0,0.017418153938710032,0.0,0.08961163074149028,0.2374941407718095,0.08961163074149028,-0.2374941407718095,0.9359999999999999,0.17922326148298057,0.016,0.06443371126508925
73.75,0.813663851176062,1.3723247402311594,1.0,-1.0,0.08,-0.064,0.33795113728933923,-1.0,0.08,-0.064,0.33795113728933923,0.91858184606129,0.0,0.017418153938710032,0.0,0.13697556864466962,0.19901964930114732,0.13697556864466962,-0.19901964930114732,0.9359999999999999,0.27395113728933923,0.016,0.05837112721348229
74.0,0.7502437866635241,1.3799571296323545,1.0,-1.0,0.08,-0.064,0.4371342605727766,-1.0,0.08,-0.064,0.4371342605727766,0.91858184606129,0.0,0.017418153938710032,0.0,0.18656713028638827,0.1312101871808897,0.18656713028638827,-0.1312101871808897,0.9359999999999999,0.3731342605727766,0.016,0.0520234073233423
74.25,0.6776393909167266,1.3861226193680485,1.0,-1.0,0.08,-0.064,0.5408048558780079,-1.0,0.08,-0.064,0.5408048558780079,0.91858184606129,0.0,0.017418153938710032,0.0,0.34539414922343087,0.0,0.13141070665457708,0.0,0.9359999999999999,0.47680485587800786,0.016,0.0453884892238075
74.5,0.5930470607525945,1.390635907200452,1.0,-1.0,0.08,-0.064,0.6482951837327086,-1.0,0.08,-0.064,0.6482951837327086,0.91858184606129,0.0,0.017418153938710032,0.0,0.5085756565719355,0.0,0.07571952716077304,0.0,0.9359999999999999,0.5842951837327086,0.016,0.03850910824110665
74.75,0.4925456529728388,1.3932485644129153,1.0,-1.0,0.08,-0.064,0.7573987797375599,-1.0,0.08,-0.064,0.7573987797375599,0.91858184606129,0.0,0.017418153938710032,0.0,0.6444811704373501,0.0,0.04891760930020972,0.0,0.9359999999999999,0.6933987797375598,0.016,0.03152647809679617
75.0,0.37061876881582306,1.3936233414372583,1.0,-1.0,0.08,-0.064,0.8626417282014436,-1.0,0.08,-0.064,0.8626417282014436,0.91858184606129,0.0,0.017418153938710032,0.0,0.7662898316048414,0.0,0.032351896596602286,0.0,0.9359999999999999,0.7986417282014435,0.016,0.02479092939510762
