seed,kappa_from,kappa_to,s,J_next,J_prev
4,8,10,0.6,0.01527509822332962,0.02229365268556871
4,8,10,0.65,0.014983043560070696,0.023472280837728086
4,8,10,0.7,0.014729658686705633,0.024744199122347346
4,8,10,0.75,0.014514909102593149,0.02610885917401715
4,8,10,0.8,0.014338758512805791,0.027565646316216184
4,8,10,0.85,0.014201176051466043,0.029113890649047142
4,8,10,0.9,0.014102141422495747,0.030752876335536666
4,8,10,0.95,0.0140416476825031,0.03248184878931217
4,8,10,1.0,0.014019702156145368,0.03430002025978798
4,10,12,0.0,0.07464007666734689,0.014019702156145368
4,10,12,0.05,0.07003540956013701,0.014040351822705004
4,10,12,0.1,0.06555539666961148,0.014106499051365838
4,10,12,0.15,0.0612057812704324,0.014214954523505054
4,10,12,0.2,0.05699026643280521,0.014362870620263844
4,10,12,0.25,0.05291066932572731,0.01454769630752488
4,10,12,0.3,0.04896761585075048,0.01476714407526902
4,10,12,0.35,0.04516177527135935,0.015019163705133669
4,10,12,0.4,0.041495531042307444,0.015301920083798715
4,10,12,0.45,0.037974861928098104,0.015613773725504768
4,10,12,0.5,0.03461108921186809,0.015953263373998307
4,10,12,0.55,0.03142207046300702,0.01631909037369692
4,10,12,0.6,0.028432439760786143,0.016710104635761322
4,10,12,0.65,0.025672654500603118,0.01712529207353273
4,10,12,0.7,0.02317691772678531,0.01756376338188978
4,10,12,0.75,0.02098044072816089,0.0180247439956393
4,10,12,0.8,0.019116858797439726,0.01850756497953343
4,10,12,0.85,0.017616746795387273,0.019011654476666844
4,10,12,0.9,0.01650797220237361,0.019536529200067942
4,10,12,0.95,0.01581804290416288,0.0200817853800426
4,10,12,1.0,0.015577753215744831,0.020647088731746588
4,12,15,0.0,0.02472853470890557,0.015577753215744831
4,12,15,0.05,0.023616620228979392,0.015695114131093674
4,12,15,0.1,0.022570145901351722,0.016024267771679333
4,12,15,0.15,0.02158906178687561,0.01655157978317279
4,12,15,0.2,0.02067305515973678,0.017265359723950255
4,12,15,0.25,0.01982156793382703,0.01815527488903154
4,12,15,0.3,0.01903381541066898,0.019211728850188105
4,12,15,0.35,0.018308807294140313,0.020425319742136003
4,12,15,0.4,0.017645371589990716,0.02178645380121786
4,12,15,0.45,0.017042181685067968,0.023285149921398147
4,12,15,0.5,0.016497788385061614,0.024911038035400852
4,12,15,0.55,0.016010665977470744,0.02665353460313216
4,12,15,0.6,0.015579307248577255,0.028502186340380042
4,12,15,0.65,0.015202471618037311,0.030447233565054528
4,12,15,0.7,0.014879683644938052,0.03248043704256946
4,12,15,0.75,0.01461107347685029,0.03459521292221572
4,12,15,0.8,0.014395088900644056,0.036784569723052274
4,12,15,0.85,0.014228279832840042,0.039041026240204266
4,12,15,0.9,0.014107712599626187,0.041359059590989414
4,12,15,0.95,0.014031377147444898,0.04373545046808034
4,12,15,1.0,0.01399772809012366,0.046168679532743576
4,15,20,0.0,0.020524754674882413,0.01399772809012366
4,15,20,0.05,0.01986690517687892,0.014087156861487014
4,15,20,0.1,0.01925521469686809,0.014358228357593567
4,15,20,0.15,0.018688121468874455,0.014802976007928383
4,15,20,0.2,0.018164113570088403,0.015414375541771183
4,15,20,0.25,0.01768172144560709,0.016186073637787613
4,15,20,0.3,0.01723951192325764,0.01711199096609726
4,15,20,0.35,0.01683608369903952,0.018185893444474483
4,15,20,0.4,0.016470064282883758,0.019401014796537466
4,15,20,0.45,0.016140108400730813,0.020749792762870443
4,15,20,0.5,0.015844897821365188,0.022223755454616276
4,15,20,0.55,0.015583142449259887,0.023813567402575377
4,15,20,0.6,0.015353582186048657,0.025509220148164667
4,15,20,0.65,0.01515498839271999,0.027300332390265344
4,15,20,0.7,0.014986162839240053,0.029176511749732858
4,15,20,0.75,0.014845931447088064,0.031127725635284185
4,15,20,0.8,0.014733131383904391,0.033144633545074326
4,15,20,0.85,0.014646594328726805,0.035218846991319205
4,15,20,0.9,0.014585133920272893,0.037343101628536615
4,15,20,0.95,0.014547545728617295,0.039511340677986936
4,15,20,1.0,0.014532620890079161,0.04171871441671063
4,20,25,0.0,0.03295314187597084,0.014532620890079161
4,20,25,0.05,0.030460054737590017,0.014547654292013401
4,20,25,0.1,0.028210328259596486,0.014607575400400936
4,20,25,0.15,0.026185752254699234,0.014714234701496891
4,20,25,0.2,0.024368349444995253,0.014869259127327589
4,20,25,0.25,0.022740887798170226,0.015074112471289418
4,20,25,0.3,0.021287350775342176,0.015330245581602418
4,20,25,0.35,0.019993207729470077,0.01563919133939881
4,20,25,0.4,0.01884547352116911,0.01600258040562202
4,20,25,0.45,0.017832631283148728,0.01642212429349288
4,20,25,0.5,0.016944483674224728,0.016899598838831607
4,20,25,0.55,0.01617197284230938,0.017436837562411173
4,20,25,0.6,0.015506994214484482,0.01803573446619658
4,20,25,0.65,0.014942220664775102,0.01869825377527143
4,20,25,0.7,0.0144709471060704,0.019426444085599945
4,20,25,0.75,0.014086959694218887,0.02022245407089219
4,20,25,0.8,0.013784428767561686,0.021088546154454716
4,20,25,0.85,0.01355782162141046,0.02202710458386397
4,20,25,0.9,0.013401832230212974,0.02304063729034707
4,20,25,0.95,0.013311330255511908,0.024131777151582476
4,20,25,1.0,0.013281335890054844,0.025303292798866114
4,25,33,0.0,0.028395214655576876,0.013281335890054844
4,25,33,0.05,0.027108735569525137,0.013312093343695985
4,25,33,0.1,0.02587307846846672,0.01341646220769084
4,25,33,0.15,0.024688494061151513,0.013593280571134767
4,25,33,0.2,0.023555425938732222,0.01384134882034425
4,25,33,0.25,0.022474534620320376,0.014159458365723231
4,25,33,0.3,0.021446729176258596,0.014546431884289899
4,25,33,0.35,0.020473193022823,0.015001161796712183
4,25,33,0.4,0.01955539704939937,0.015522640220012185
4,25,33,0.45,0.018695100751432294,0.016109981080291567
4,25,33,0.5,0.017894344892921722,0.016762437825291302
4,25,33,0.55,0.017155438594165774,0.017479419426373467
4,25,33,0.6,0.016480942281614456,0.01826050575122953
4,25,33,0.65,0.015873646919718813,0.019105462196069116
4,25,33,0.7,0.01533654952017157,0.020014252843051295
4,25,33,0.75,0.01487282489466956,0.020987051163539352
4,25,33,0.8,0.01448579379981172,0.022024247245706615
4,25,33,0.85,0.014178887913476075,0.023126450594564748
4,25,33,0.9,0.01395561243191458,0.024294487700311763
4,25,33,0.95,0.013819507458849306,0.025529393788890076
4,25,33,1.0,0.01377410974219231,0.02683239844845718
4,33,50,0.0,0.02597957013186232,0.01377410974219231
4,33,50,0.05,0.024713153678869577,0.013803452679547589
4,33,50,0.1,0.02351731023529264,0.013905222399960969
4,33,50,0.15,0.0223907661776908,0.01407702038592543
4,33,50,0.2,0.021332341972838866,0.014316425771945697
4,33,50,0.25,0.020340967120548777,0.014621018646435743
4,33,50,0.3,0.019415692472615414,0.014988404845230403
4,33,50,0.35,0.018555699148030194,0.015416240793285445
4,33,50,0.4,0.017760303693389472,0.015902257340943155
4,33,50,0.45,0.017028959482419052,0.016444281874585867
4,33,50,0.5,0.016361254610673115,0.017040258255358216
4,33,50,0.55,0.01575690673333982,0.017688264361841483
4,33,50,0.6,0.015215755413607802,0.01838652717591957
4,33,50,0.65,0.014737752562153615,0.019133435416948393
4,33,50,0.7,0.014322951372482705,0.019927549611174555
4,33,50,0.75,0.013971493663522322,0.020767609049478886
4,33,50,0.8,0.013683594650526489,0.021652534255376225
4,33,50,0.85,0.013459523158774836,0.022581422636474634
4,33,50,0.9,0.013299575283265322,0.02355353503754972
4,33,50,0.95,0.013204042217844244,0.024568273688648425
4,33,50,1.0,0.013173178490185292,0.02562515760916268
4,50,75,0.0,0.013200844328392362,0.013173178490185292
4,50,75,0.05,0.01316161492796536,0.013181050558526258
4,50,75,0.1,0.01312541179854845,0.013243735017264016
4,50,75,0.15,0.013091646122964151,0.013361294555598055
4,50,75,0.2,0.013059801077916386,0.013533849487348346
4,50,75,0.25,0.013029433964304407,0.013761586459444058
4,50,75,0.3,0.013000178477434786,0.014044766812880437
4,50,75,0.35,0.012971747079506301,0.014383734333209075
4,50,75,0.4,0.012943933391629355,0.014778922090145597
4,50,75,0.45,0.01291661446739136,0.015230858023492772
4,50,75,0.5,0.012889752747078303,0.015740168888003267
4,50,75,0.55,0.012863397438084668,0.016307582140301508
4,50,75,0.6,0.01283768506620512,0.016933925380048703
4,50,75,0.65,0.01281283906467796,0.017620123115488745
4,50,75,0.7,0.012789168577442278,0.018367190974545353
4,50,75,0.75,0.012767067134144695,0.019176228010395417
4,50,75,0.8,0.012747012343879534,0.02004840829114328
4,50,75,0.85,0.012729567995225894,0.02098497325858187
4,50,75,0.9,0.01271538981451019,0.021987226262469624
4,50,75,0.95,0.012705235851380926,0.023056530451644904
4,50,75,1.0,0.012699982576506945,0.024194311375581094
4,75,100,0.0,0.012879051694581575,0.012699982576506945
4,75,100,0.05,0.012857802680489933,0.0126938641184084
4,75,100,0.1,0.012837497859589143,0.012688412237877537
4,75,100,0.15,0.012818146124351296,0.012683625364151432
4,75,100,0.2,0.012799758094927142,0.01267950355804627
4,75,100,0.25,0.012782345843202716,0.012676048234100186
4,75,100,0.3,0.012765922676571496,0.012673261942370865
4,75,100,0.35,0.012750502967226584,0.012671148195695092
4,75,100,0.4,0.012736102016452635,0.0126697113318904
4,75,100,0.45,0.012722735945664837,0.012668956402643811
4,75,100,0.5,0.0127104216074051,0.012668889082302721
4,75,100,0.55,0.012699176510535523,0.012669515590804384
4,75,100,0.6,0.01268901875464178,0.012670842625760917
4,75,100,0.65,0.012679966969322286,0.01267287729937471
4,75,100,0.7,0.012672040254666894,0.012675627076489455
4,75,100,0.75,0.012665258119898588,0.012679099710752125
4,75,100,0.8,0.01265964041792422,0.01268330317663336
4,75,100,0.85,0.012655207274444639,0.012688245595957014
4,75,100,0.9,0.012651979011325514,0.01269393515864373
4,75,100,0.95,0.012649976065099378,0.01270038003853989
4,75,100,1.0,0.012649218902676642,0.01270758830641162
5,1,2,0.0,0.02280082965318579,0.018331861969618377
5,1,2,0.05,0.02258016013092354,0.018221475052791234
5,1,2,0.1,0.022372630442011522,0.018121974495851782
5,1,2,0.15,0.02217625539108438,0.018031299609773593
5,1,2,0.2,0.02198948152323601,0.017947817966637667
5,1,2,0.25,0.02181150206899539,0.017870640460104423
5,1,2,0.3,0.02164193183974906,0.01779929631856773
5,1,2,0.35,0.021480568418454072,0.017733494416032308
5,1,2,0.4,0.02132732446691038,0.0176730557021452
5,1,2,0.45,0.021182208005890324,0.01761789360780048
5,1,2,0.5,0.021045308655357642,0.01756800041363059
5,1,2,0.55,0.02091678347914555,0.017523433225790926
5,1,2,0.6,0.020796836803452727,0.017484293928387625
5,1,2,0.65,0.020685687402428276,0.017450696505763495
5,1,2,0.7,0.020583530331578326,0.017422729015268278
5,1,2,0.75,0.020490531732911155,0.01740044853427201
5,1,2,0.8,0.02040694006047065,0.017383992529859928
5,1,2,0.85,0.020333528475098284,0.017374021399783182
5,1,2,0.9,0.02027283789357203,0.017372961669491642
5,1,2,0.95,0.020229887975560464,0.01738571712830806
5,1,2,1.0,0.020209002497784914,0.01741649435370072
5,2,3,0.0,0.02482951633768315,0.020209002497784914
5,2,3,0.05,0.024211022897500413,0.020200480891764197
5,2,3,0.1,0.023623739743588678,0.020212883933640652
5,2,3,0.15,0.023067558898882793,0.02024588194627049
5,2,3,0.2,0.022542518760728054,0.02029932026800681
5,2,3,0.25,0.02204890288108848,0.020373312871086565
5,2,3,0.3,0.021587598615953985,0.02046859588789356
5,2,3,0.35,0.021160152033439916,0.02058657749502137
5,2,3,0.4,0.020767106906014035,0.020727672032926837
5,2,3,0.45,0.02040704883864857,0.020890339457366826
5,2,3,0.5,0.020078528848646048,0.021073004475089595
5,2,3,0.55,0.019780929671312956,0.02127491866744778
5,2,3,0.6,0.01951414132073003,0.021495832153968053
5,2,3,0.65,0.019278296924008453,0.02173572583096726
5,2,3,0.7,0.019073652021181844,0.021994687388617287
5,2,3,0.75,0.018900474566866658,0.02227279834906297
5,2,3,0.8,0.01875892920122683,0.022570015695466773
5,2,3,0.85,0.018649041946116544,0.02288613424668834
5,2,3,0.9,0.018570777630853057,0.023220862077965386
5,2,3,0.95,0.018524140885201257,0.02357391981871086
5,2,3,1.0,0.01850922335845975,0.023945086477945604
5,3,4,0.0,0.023631685886974403,0.01850922335845975
5,3,4,0.05,0.02288320566761227,0.018517739866353855
5,3,4,0.1,0.022159645281232987,0.018554428137237892
5,3,4,0.15,0.021461971048489428,0.018619852477814784
5,3,4,0.2,0.02079123751662472,0.018714602313971075
5,3,4,0.25,0.02014859565443375,0.018839293972778726
5,3,4,0.3,0.019535297389087478,0.018994568606836553
5,3,4,0.35,0.018952691746187668,0.019181081596936066
5,3,4,0.4,0.01840221024555189,0.019399481177421837
5,3,4,0.45,0.0178853453676282,0.019650380209738243
5,3,4,0.5,0.017403632595702156,0.019934331739864038
5,3,4,0.55,0.016958646697742667,0.02025181915481574
5,3,4,0.6,0.016552013935565796,0.020603262798402196
5,3,4,0.65,0.016185431826676262,0.020989034864960107
5,3,4,0.7,0.01586068599543593,0.02140947232086618
5,3,4,0.75,0.015579658556604523,0.021864882527698498
5,3,4,0.8,0.015344327819672012,0.022355541600747052
5,3,4,0.85,0.015156761499494624,0.022881687943581336
5,3,4,0.9,0.015019105677448508,0.02344351346203882
5,3,4,0.95,0.014933570992655637,0.024041154192836037
5,3,4,1.0,0.014902416807077599,0.024674681333772586
5,4,5,0.0,0.02248518678160988,0.014902416807077599
5,4,5,0.05,0.022052375671805353,0.01489725251326066
5,4,5,0.1,0.021646942684917035,0.014904990839946567
5,4,5,0.15,0.021268264288014233,0.014925413497678203
5,4,5,0.2,0.020915720196424174,0.014958307727737322
5,4,5,0.25,0.02058869461965053,0.015003466379488023
5,4,5,0.3,0.020286577559038135,0.01506068817105936
5,4,5,0.35,0.02000876613926891,0.015129778110686963
5,4,5,0.4,0.01975466596681945,0.015210548065904834
5,4,5,0.45,0.019523692531276827,0.015302817489615211
5,4,5,0.5,0.01931527270259873,0.015406414348535808
5,4,5,0.55,0.019128846436484,0.015521176358094524
5,4,5,0.6,0.018963868894156473,0.01564695272164987
5,4,5,0.65,0.01881981333016331,0.0157836067190418
5,4,5,0.7,0.01869617531497623,0.015931019702653974
5,4,5,0.75,0.018592479100766297,0.016089097300838844
5,4,5,0.8,0.018508286978106032,0.01625777866815424
5,4,5,0.85,0.01844321154318518,0.016437048693977472
5,4,5,0.9,0.018396927172584635,0.016626949458884818
5,4,5,0.95,0.018369168957567367,0.016827579183509557
5,4,5,1.0,0.018359699538414723,0.017039059103615965
5,5,6,0.0,0.12861443143902193,0.018359699538414723
5,5,6,0.05,0.12232197929095168,0.01841289248559207
5,5,6,0.1,0.11538002369551514,0.01859684804581358
5,5,6,0.15,0.10777408630405005,0.018909385444132912
5,5,6,0.2,0.09955283445461505,0.01935204405551816
5,5,6,0.25,0.09086338215246355,0.019939980698041926
5,5,6,0.3,0.08195622640990623,0.02069318607054168
5,5,6,0.35,0.07315837811400552,0.021627860291331236
5,5,6,0.4,0.06482233062237794,0.022769880299540093
5,5,6,0.45,0.05723017535250474,0.02415401148837972
5,5,6,0.5,0.050518527086739456,0.02582213689329023
5,5,6,0.55,0.04467632628992846,0.02782286955350656
5,5,6,0.6,0.03960898195186261,0.03021075622808217
5,5,6,0.65,0.03521549139980708,0.0330444984404565
5,5,6,0.7,0.03143282912648217,0.03638387078744896
5,5,6,0.75,0.028240279180735312,0.0402851274535834
5,5,6,0.8,0.025641139819743353,0.04479491857598743
5,5,6,0.85,0.02364112751304156,0.049943214215601016
5,5,6,0.9,0.022234680414084648,0.0557363776312734
5,5,6,0.95,0.021402072733162206,0.06215205871386544
5,5,6,1.0,0.021114806101986544,0.06913764842964269
5,6,8,0.0,0.11759412000313847,0.021114806101986544
5,6,8,0.05,0.11006294456114155,0.021266554860400386
5,6,8,0.1,0.10266300368741892,0.021738969745176917
5,6,8,0.15,0.09539544107105183,0.02253861841479638
5,6,8,0.2,0.08826256333380428,0.023668140581804546
5,6,8,0.25,0.08127317249233913,0.02512815217334795
5,6,8,0.3,0.07444928649173932,0.0269217745672952
5,6,8,0.35,0.06780739799722563,0.029035577299070456
5,6,8,0.4,0.06137069179957329,0.031453576357495634
5,6,8,0.45,0.05517751670214455,0.0341692285290218
5,6,8,0.5,0.049273933532060554,0.037182272520973475
5,6,8,0.55,0.043709718548976144,0.04049835842805903
5,6,8,0.6,0.03853511061242926,0.04412722443130537
5,6,8,0.65,0.0337984557682219,0.048078514562840194
5,6,8,0.7,0.02954540391565008,0.05235588109451504
5,6,8,0.75,0.02581985607780836,0.05695092240368538
5,6,8,0.8,0.02266612279046095,0.06183891639058412
5,6,8,0.85,0.020130993422706193,0.06697788721091869
5,6,8,0.9,0.018264087446190805,0.07231138786196732
5,6,8,0.95,0.017115469466444596,0.07777410169756134
5,6,8,1.0,0.016731066253955325,0.08329860048812705
5,8,10,0.0,0.029972427378215094,0.016731066253955325
5,8,10,0.05,0.028490933822176902,0.016783175916658552
5,8,10,0.1,0.02708722595863381,0.017097627188575694
5,8,10,0.15,0.025760842336290578,0.01766367498181054
5,8,10,0.2,0.024511381488361884,0.018470753230955674
5,8,10,0.25,0.023338494809594598,0.01950851999798976
5,8,10,0.3,0.022241860074886783,0.020766887709099936
5,8,10,0.35,0.021221140922190893,0.022236035230680802
5,8,10,0.4,0.020275956985403742,0.02390642092816042
5,8,10,0.45,0.01940588954164197,0.025768819224881112
5,8,10,0.5,0.018610518413828506,0.027814376659110344
5,8,10,0.55,0.017889462203764812,0.03003466141841349
5,8,10,0.6,0.017242401482697386,0.032421688542399484
5,8,10,0.65,0.01666908406955459,0.03496792237141927
5,8,10,0.7,0.016169320700643915,0.03766626641967176
5,8,10,0.75,0.015742978550513986,0.04051004929154973
5,8,10,0.8,0.015389978262197615,0.04349301283138817
5,8,10,0.85,0.015110310344276559,0.04660931847821864
5,8,10,0.9,0.014904171815989688,0.049853672633405004
5,8,10,0.95,0.01477279744469339,0.05322214530789414
5,8,10,1.0,0.014720658933503815,0.05671435543090836
5,10,12,0.0,0.06877725896405378,0.014720658933503815
5,10,12,0.05,0.06457350643522819,0.014742913761691736
5,10,12,0.1,0.060479455728522764,0.014815128732641111
5,10,12,0.15,0.05650245660263783,0.01493237876415005
5,10,12,0.2,0.052648022581952086,0.015090216380991995
5,10,12,0.25,0.048920068452995145,0.015284643011304678
5,10,12,0.3,0.04532159662550737,0.015512077192550523
5,10,12,0.35,0.04185579492765157,0.01576932138248712
5,10,12,0.4,0.03852741738648906,0.016053529562481593
5,10,12,0.45,0.035344228151559354,0.016362177132292082
5,10,12,0.5,0.03231821907258997,0.01669303378683751
5,10,12,0.55,0.02946629187462809,0.01704413952595299
5,10,12,0.6,0.026810154693344357,0.017413783677093453
5,10,12,0.65,0.024375334400238338,0.017800486706275306
5,10,12,0.7,0.022189434084512214,0.01820298456910785
5,10,12,0.75,0.02028001234653696,0.01862021536308816
5,10,12,0.8,0.018672640966843616,0.01905130806217593
5,10,12,0.85,0.017389725362795407,0.01949557313663425
5,10,12,0.9,0.016450503687619702,0.019952494882772266
5,10,12,0.95,0.015872294112116398,0.020421725307961068
5,10,12,1.0,0.015672614906871368,0.020903079435771812
5,12,15,0.0,0.03914542759500563,0.015672614906871368
5,12,15,0.05,0.03708314492602042,0.0157107186262666
5,12,15,0.1,0.0350752409492639,0.015875220142861843
5,12,15,0.15,0.03312393236067916,0.016158214356801606
5,12,15,0.2,0.031232384867876085,0.016552414546342098
5,12,15,0.25,0.029404735611846845,0.017051065272741688
5,12,15,0.3,0.027646070274565088,0.017647848048074153
5,12,15,0.35,0.025962353097604307,0.018336792411864235
5,12,15,0.4,0.024360315396716528,0.019112206251979673
5,12,15,0.45,0.02284731210480185,0.019968635488927987
5,12,15,0.5,0.021431138260977756,0.020900837339379495
5,12,15,0.55,0.020119739478122636,0.02190368573163269
5,12,15,0.6,0.01892074828440908,0.02297191935546728
5,12,15,0.65,0.017841048815140356,0.024099910404169367
5,12,15,0.7,0.016886807598698293,0.025281868027909937
5,12,15,0.75,0.01606432620806094,0.02651281309873471
5,12,15,0.8,0.015382101209886048,0.0277906984559528
5,12,15,0.85,0.014847680645512866,0.029113262764730148
5,12,15,0.9,0.014461180738242662,0.030471491482899345
5,12,15,0.95,0.014223277528400857,0.031857519391020134
5,12,15,1.0,0.014136939609439434,0.03326626797851692
5,15,20,0.0,0.02638841529619947,0.014136939609439434
5,15,20,0.05,0.02500757984085694,0.014482031729984303
5,15,20,0.1,0.023751281678288563,0.015461353080698436
5,15,20,0.15,0.022610512610641998,0.01702432925333189
5,15,20,0.2,0.021577274673360784,0.019113687827460913
5,15,20,0.25,0.020644449134725164,0.021660678429174598
5,15,20,0.3,0.019805733805977454,0.02458821132904304
5,15,20,0.35,0.019055610383502935,0.027819438736859835
5,15,20,0.4,0.01838917262808342,0.031286919109120466
5,15,20,0.45,0.017801679307718886,0.03493823558380151
5,15,20,0.5,0.01728819046410341,0.03873684229436892
5,15,20,0.55,0.01684361598120858,0.04265924176871662
5,15,20,0.6,0.01646288125212418,0.046690194355983615
5,15,20,0.65,0.016141098110573914,0.050817861849317594
5,15,20,0.7,0.015873728920647305,0.05503021615651874
5,15,20,0.75,0.015656630165986216,0.059313125622456365
5,15,20,0.8,0.0154860040019177,0.06365002842592306
5,15,20,0.85,0.015358339661165735,0.06802278382836258
5,15,20,0.9,0.01527037539251976,0.0724131225947704
5,15,20,0.95,0.01521907793534338,0.07680415080251143
5,15,20,1.0,0.015201630696910677,0.08118152474040725
5,20,25,0.0,0.027913758854322,0.015201630696910677
5,20,25,0.05,0.025982282339533577,0.015201273934559029
5,20,25,0.1,0.024253736088304337,0.015223448044074715
5,20,25,0.15,0.022710056980953887,0.015268267564820623
5,20,25,0.2,0.021334595846564768,0.015335850939031493
5,20,25,0.25,0.020112209976425346,0.015426338732107374
5,20,25,0.3,0.01902924921343245,0.015539909089620111
5,20,25,0.35,0.018073465395566327,0.015676791029576656
5,20,25,0.4,0.01723388095856941,0.01583728077152022
5,20,25,0.45,0.016500652279664532,0.016021769964478037
5,20,25,0.5,0.01586495812339114,0.01623079585120715
5,20,25,0.55,0.01531892123338545,0.016465107981043448
5,20,25,0.6,0.014855497241797251,0.016725678381406917
5,20,25,0.65,0.014468177247425187,0.017013499150232245
5,20,25,0.7,0.014150553485412491,0.017329217943760435
5,20,25,0.75,0.01389620021275862,0.017673066664627958
5,20,25,0.8,0.013698946674875943,0.01804516445608231
5,20,25,0.85,0.013553092312793022,0.018445749668625794
5,20,25,0.9,0.013453431362783125,0.018875212188551923
5,20,25,0.95,0.013395223358873672,0.019334066290388283
5,20,25,1.0,0.013374176796792325,0.01982293418943381
5,25,33,0.0,0.03168152185310396,0.013374176796792325
5,25,33,0.05,0.03014584916215046,0.013404667548888034
5,25,33,0.1,0.028663871132698922,0.013508198351130807
5,25,33,0.15,0.027236146622797233,0.013683568557325474
5,25,33,0.2,0.025863596037060177,0.013929652151382848
5,25,33,0.25,0.024547521245859186,0.014245407193471928
5,25,33,0.3,0.023289621339688014,0.014629883920488421
5,25,33,0.35,0.02209200079890198,0.015082228899764164
5,25,33,0.4,0.020957166682503504,0.015601682722727071
5,25,33,0.45,0.01988801488669493,0.01618757220178211
5,25,33,0.5,0.01888781201083857,0.016839304509390488
5,25,33,0.55,0.017960182858911003,0.01755637412756038
5,25,33,0.6,0.01710910768068305,0.018338387427318213
5,25,33,0.65,0.01633892205237107,0.0191850982871666
5,25,33,0.7,0.015654307253761525,0.020096442808847308
5,25,33,0.75,0.015060263351310717,0.021072565110514356
5,25,33,0.8,0.014562064173121721,0.022113832583550878
5,25,33,0.85,0.014165197323333654,0.023220842244403333
5,25,33,0.9,0.013875293300306797,0.024394419877493318
5,25,33,0.95,0.013698047761682562,0.025635612691485128
5,25,33,1.0,0.013639141315899208,0.026945675561183817
5,33,50,0.0,0.0264721669680471,0.013639141315899208
5,33,50,0.05,0.02510972147804414,0.013672168097487523
5,33,50,0.1,0.023832092813068993,0.013779180821735921
5,33,50,0.15,0.02263672222961444,0.013957103076045668
5,33,50,0.2,0.021521200514650604,0.014202888930566104
5,33,50,0.25,0.02048328466126922,0.014513546380962262
5,33,50,0.3,0.019520909685260258,0.014886159612591984
5,33,50,0.35,0.018632195650493826,0.015317909458948726
5,33,50,0.4,0.017815450173860256,0.0158060916110683
5,33,50,0.45,0.017069166855338984,0.01634813231349864
5,33,50,0.5,0.016392020218712743,0.01694160144595471
5,33,50,0.55,0.015782857846684643,0.017584223027857226
5,33,50,0.6,0.01524069044712973,0.018273883289226696
5,33,50,0.65,0.014764680595713552,0.01900863652406161
5,33,50,0.7,0.014354130867759999,0.019786708982820846
5,33,50,0.75,0.014008472002715676,0.020606501070446658
5,33,50,0.8,0.01372725163800686,0.02146658809367118
5,33,50,0.85,0.01351012400022685,0.02236571973872488
5,33,50,0.9,0.01335684074445054,0.023302818349827774
5,33,50,0.95,0.013267242901293823,0.02427697593191403
5,33,50,1.0,0.013241253700899652,0.025287449690143782
5,50,75,0.0,0.013521732150054824,0.013241253700899652
5,50,75,0.05,0.013465832019801234,0.013263466188843082
5,50,75,0.1,0.013412168050777398,0.013363421656064679
5,50,75,0.15,0.013360787530644054,0.01354009758289885
5,50,75,0.2,0.013311740634919527,0.01379249164013185
5,50,75,0.25,0.013265080468610984,0.014119627407845056
5,50,75,0.3,0.013220863140225927,0.014520558590535446
5,50,75,0.35,0.013179147857159762,0.014994371532104148
5,50,75,0.4,0.013139997022853204,0.015540185891478707
5,50,75,0.45,0.01310347630613918,0.01615715340292375
5,50,75,0.5,0.013069654644278379,0.016844454713351803
5,50,75,0.55,0.013038604137921149,0.017601294362810743
5,50,75,0.6,0.01301039980513767,0.01842689405641089
5,50,75,0.65,0.012985119188948903,0.019320484468694242
5,50,75,0.7,0.012962841859286436,0.02028129592240699
5,50,75,0.75,0.012943648904373044,0.021308548378580407
5,50,75,0.8,0.012927622539248694,0.022401441233064694
5,50,75,0.85,0.012914845928947101,0.023559143393798675
5,50,75,0.9,0.012905403195162549,0.0247807839777135
5,50,75,0.95,0.012899379348559939,0.026065443717755536
5,50,75,1.0,0.012896859628977474,0.027412146875711908
5,75,100,0.0,0.013013333251969045,0.012896859628977474
5,75,100,0.05,0.01299553749485527,0.012893202813566526
5,75,100,0.1,0.012978463167715767,0.012890672645757741
5,75,100,0.15,0.01296211502548231,0.012889251612302602
5,75,100,0.2,0.012946493166500159,0.012888916712342158
5,75,100,0.25,0.012931597700778525,0.01288964412622363
5,75,100,0.3,0.01291743232898071,0.012891412794912453
5,75,100,0.35,0.012904006453801374,0.012894206531641483
5,75,100,0.4,0.012891335996974729,0.012898014839037672
5,75,100,0.45,0.012879443330987133,0.012902832840795561
5,75,100,0.5,0.012868356731496491,0.01290866073389773
5,75,100,0.55,0.012858109648269604,0.012915503059190498
5,75,100,0.6,0.01284873997282008,0.012923367968497251
5,75,100,0.65,0.012840289389606466,0.012932266575128719
5,75,100,0.7,0.01283280284053465,0.0129422124175337
5,75,100,0.75,0.01282632810205407,0.012953221035384002
5,75,100,0.8,0.012820915460713827,0.012965309643959724
5,75,100,0.85,0.012816617469083656,0.012978496888746728
5,75,100,0.9,0.01281348876458921,0.01299280266279904
5,75,100,0.95,0.012811585936294093,0.01300824797190615
5,75,100,1.0,0.012810967427572685,0.01302485483551729
6,1,2,0.0,0.023034014003212706,0.01939956782774463
6,1,2,0.05,0.022806128015326742,0.019229197807966156
6,1,2,0.1,0.022586750112600015,0.019066079737445493
6,1,2,0.15,0.022375764963776183,0.01891016175580377
6,1,2,0.2,0.02217313401237118,0.018761461706048727
6,1,2,0.25,0.02197900109544783,0.018620173116741804
6,1,2,0.3,0.02179389591969979,0.018486869008612156
