direction,window_size,s,J
6,1,0.7,0.7365086108929534
6,1,0.71,0.7607111703600138
6,1,0.72,0.7856540317269298
6,1,0.73,0.8113790182295877
6,1,0.74,0.8379320457819571
6,1,0.75,0.8653636065439199
6,1,0.76,0.8937293281978289
6,1,0.77,0.9230906307225053
6,1,0.78,0.9535155020372567
6,1,0.79,0.9850794099690136
6,1,0.8,1.0178663680440878
6,1,0.81,1.051970180312162
6,1,0.82,1.0874959026271653
6,1,0.83,1.1245615707112904
6,1,0.84,1.1633002586715497
6,1,0.85,1.2038625475660345
6,1,0.86,1.246419504599337
6,1,0.87,1.29116630190941
6,1,0.88,1.3383266424298847
6,1,0.89,1.3881582127921361
6,1,0.9,1.4409594552966976
6,1,0.91,1.49707805103519
6,1,0.92,1.5569216469544165
6,1,0.93,1.6209715604107855
6,1,0.94,1.6898004857465934
6,1,0.95,1.764095656546258
6,1,0.96,1.8446895622685817
6,1,0.97,1.9326013082185207
6,1,0.98,2.0290932642317276
6,1,0.99,2.1357501588690937
6,1,1.0,2.254591950241294
6,1,1.01,2.3882389798924315
6,1,1.02,2.5401607316806745
6,1,1.03,2.7150634356521057
6,1,1.04,2.9195187189566876
6,1,1.05,3.163033298767134
6,1,1.06,3.4599777804914353
6,1,1.07,3.833319374436033
6,1,1.08,4.322500914754371
6,1,1.09,5.00195164919812
6,1,1.1,6.030738790384807
6,1,1.11,7.809594243854369
6,1,1.12,11.590478841420591
6,1,1.13,22.512332523272242
6,1,1.14,69.50682195166571
6,1,1.15,369.48007943522606
6,1,1.16,2703.082948213142
6,1,1.17,1000.0
6,1,1.18,1000.0
6,1,1.19,1000.0
6,1,1.2,1000.0
6,1,1.21,1000.0
6,1,1.22,1000.0
6,1,1.23,1000.0
6,1,1.24,1000.0
6,1,1.25,1000.0
6,1,1.26,1000.0
6,1,1.27,1000.0
6,1,1.28,1000.0
6,1,1.29,1000.0
6,1,1.3,1000.0
6,1,1.31,1000.0
6,1,1.32,1000.0
6,1,1.33,1000.0
6,1,1.34,1000.0
6,1,1.35,1000.0
6,1,1.36,1000.0
6,1,1.37,1000.0
6,1,1.38,1000.0
6,1,1.39,1000.0
6,1,1.4,1000.0
6,1,1.41,1000.0
6,1,1.42,1000.0
6,1,1.43,1000.0
6,1,1.44,1000.0
6,1,1.45,1000.0
6,1,1.46,1000.0
6,1,1.47,1000.0
6,1,1.48,1000.0
6,1,1.49,1000.0
6,1,1.5,1000.0
6,1,1.51,1000.0
6,1,1.52,1000.0
6,1,1.53,1000.0
6,1,1.54,1000.0
6,1,1.55,1000.0
6,1,1.56,1000.0
6,1,1.57,1000.0
6,1,1.58,1000.0
6,1,1.59,1000.0
6,1,1.6,1000.0
6,1,1.61,1000.0
6,1,1.62,1000.0
6,1,1.63,1000.0
6,1,1.64,1000.0
6,1,1.65,1000.0
6,1,1.66,1000.0
6,1,1.67,1000.0
6,1,1.68,1000.0
6,1,1.69,1000.0
6,1,1.7,1000.0
6,1,1.71,1000.0
6,1,1.72,1000.0
6,1,1.73,1000.0
6,1,1.74,1000.0
6,1,1.75,1000.0
6,1,1.76,1000.0
6,1,1.77,1000.0
6,1,1.78,1000.0
6,1,1.79,1000.0
6,1,1.8,1000.0
6,1,1.81,1000.0
6,1,1.82,1000.0
6,1,1.83,1000.0
6,1,1.84,1000.0
6,1,1.85,1000.0
6,1,1.86,1000.0
6,1,1.87,1000.0
6,1,1.88,1000.0
6,1,1.89,1000.0
6,1,1.9,1000.0
6,1,1.91,1000.0
6,1,1.92,1000.0
6,1,1.93,1000.0
6,1,1.94,1000.0
6,1,1.95,1000.0
6,1,1.96,1000.0
6,1,1.97,1000.0
6,1,1.98,1000.0
6,1,1.99,1000.0
6,1,2.0,1000.0
6,2,-2.0,1000.0
6,2,-1.99,1000.0
6,2,-1.98,1000.0
6,2,-1.97,1000.0
6,2,-1.96,1000.0
6,2,-1.95,1000.0
6,2,-1.94,1000.0
6,2,-1.93,1000.0
6,2,-1.92,1000.0
6,2,-1.91,1000.0
6,2,-1.9,1000.0
6,2,-1.89,1000.0
6,2,-1.88,1000.0
6,2,-1.87,1000.0
6,2,-1.86,1000.0
6,2,-1.85,1000.0
6,2,-1.84,1000.0
6,2,-1.83,1000.0
6,2,-1.82,1000.0
6,2,-1.81,1000.0
6,2,-1.8,1000.0
6,2,-1.79,1000.0
6,2,-1.78,1000.0
6,2,-1.77,1000.0
6,2,-1.76,1000.0
6,2,-1.75,1000.0
6,2,-1.74,1000.0
6,2,-1.73,1000.0
6,2,-1.72,1000.0
6,2,-1.71,1000.0
6,2,-1.7,1000.0
6,2,-1.69,1000.0
6,2,-1.68,1000.0
6,2,-1.67,1000.0
6,2,-1.66,1000.0
6,2,-1.65,1000.0
6,2,-1.64,1000.0
6,2,-1.63,1000.0
6,2,-1.62,1000.0
6,2,-1.61,1000.0
6,2,-1.6,1000.0
6,2,-1.59,1000.0
6,2,-1.58,1000.0
6,2,-1.57,1000.0
6,2,-1.56,1000.0
6,2,-1.55,1000.0
6,2,-1.54,1000.0
6,2,-1.53,1000.0
6,2,-1.52,1000.0
6,2,-1.51,1000.0
6,2,-1.5,1000.0
6,2,-1.49,1000.0
6,2,-1.48,1000.0
6,2,-1.47,1000.0
6,2,-1.46,1000.0
6,2,-1.45,1000.0
6,2,-1.44,1000.0
6,2,-1.43,1000.0
6,2,-1.42,1000.0
6,2,-1.41,1000.0
6,2,-1.4,1000.0
6,2,-1.39,1000.0
6,2,-1.38,1000.0
6,2,-1.37,1000.0
6,2,-1.36,1000.0
6,2,-1.35,1000.0
6,2,-1.34,1000.0
6,2,-1.33,1000.0
6,2,-1.32,1000.0
6,2,-1.31,1000.0
6,2,-1.3,1000.0
6,2,-1.29,1000.0
6,2,-1.28,1000.0
6,2,-1.27,1000.0
6,2,-1.26,1000.0
6,2,-1.25,1000.0
6,2,-1.24,1000.0
6,2,-1.23,1000.0
6,2,-1.22,1000.0
6,2,-1.21,1000.0
6,2,-1.2,1000.0
6,2,-1.19,1000.0
6,2,-1.18,1000.0
6,2,-1.17,1000.0
6,2,-1.16,1000.0
6,2,-1.15,1000.0
6,2,-1.14,1000.0
6,2,-1.13,4337.446473286937
6,2,-1.12,14.214422093225178
6,2,-1.11,7.7552082620176295
6,2,-1.1,6.301362506001113
6,2,-1.09,5.559971590731342
6,2,-1.08,5.081924620382501
6,2,-1.07,4.735577235508152
6,2,-1.06,4.46610988911639
6,2,-1.05,4.246013328351768
6,2,-1.04,4.059756839144772
6,2,-1.03,3.8978289407071447
6,2,-1.02,3.7540474841402856
6,2,-1.01,3.6242081511196917
6,2,-1.0,3.505348163834293
6,2,-0.99,3.395318924973798
6,2,-0.98,3.2925250203717824
6,2,-0.97,3.195758037185916
6,2,-0.96,3.1040870154865865
6,2,-0.95,3.016784086112996
6,2,-0.94,2.933272714495398
6,2,-0.93,2.853090892375395
6,2,-0.92,2.775864463749566
6,2,-0.91,2.701287473428027
6,2,-0.9,2.6291074767573317
6,2,-0.89,2.559114414741474
6,2,-0.88,2.4911320910184815
6,2,-0.87,2.4250115738747104
6,2,-0.86,2.360626040382909
6,2,-0.85,2.2978667131813864
6,2,-0.84,2.236639633688038
6,2,-0.83,2.176863081691329
6,2,-0.82,2.118465498789882
6,2,-0.81,2.061383807718022
6,2,-0.8,2.005562045013579
6,2,-0.79,1.950950243370328
6,2,-0.78,1.897503514184839
6,2,-0.77,1.8451812915309838
6,2,-0.76,1.793946706980178
6,2,-0.75,1.743766070982672
6,2,-0.74,1.694608441406182
6,2,-0.73,1.6464452636384717
6,2,-0.72,1.5992500696552563
6,2,-0.71,1.5529982258332091
6,2,-0.7,1.5076667215740769
6,2,-0.69,1.4632340087492197
6,2,-0.68,1.4196805457214055
6,2,-0.67,1.3769996601049732
6,2,-0.66,1.3351807732648024
6,2,-0.65,1.2941886129127067
6,2,-0.64,1.2540046024645686
6,2,-0.63,1.2146133109565376
6,2,-0.62,1.1760001400478786
6,2,-0.61,1.138151211491602
6,2,-0.6,1.101053323523752
6,2,-0.59,1.0646939144082492
6,2,-0.58,1.029061030744219
6,2,-0.57,0.9941432997404772
6,2,-0.56,0.959929904820734
6,2,-0.55,0.9264105640277297
6,2,-0.54,0.8935755107816802
6,2,-0.53,0.8614154766216668
6,2,-0.52,0.8299216756200548
6,2,-0.51,0.7990857902116371
6,2,-0.5,0.7688999582222799
6,2,-0.49,0.7393567609179285
6,2,-0.48,0.7104492119246931
6,2,-0.47,0.6821707468955729
6,2,-0.46,0.6545152138196972
6,2,-0.45,0.6274768638865824
6,2,-0.44,0.601050342831357
6,2,-0.43,0.5752306826975765
6,2,-0.42,0.5500132939626879
6,2,-0.41,0.5253939579776996
6,2,-0.4,0.501368819677464
6,2,-0.39,0.4779343805215846
6,2,-0.38,0.4550874916284244
6,2,-0.37,0.43282534706642656
6,2,-0.36,0.4111454772680198
6,2,-0.35,0.39004574253210805
6,2,-0.34,0.36952432658166245
6,2,-0.33,0.34957973014343546
6,2,-0.32,0.3302107645175307
6,2,-0.31,0.3114165451055789
6,2,-0.3,0.293196484867836
6,2,-0.29,0.27555028768171563
6,2,-0.28,0.2584779415772865
6,2,-0.27,0.24197971182918612
6,2,-0.26,0.22605613388938323
6,2,-0.25,0.21070800615131233
6,2,-0.24,0.1959363825432147
6,2,-0.23,0.18174256495711735
6,2,-0.22,0.168128095529824
6,2,-0.21,0.15509474880368443
6,2,-0.2,0.1426445238078792
6,2,-0.19,0.13077963611572696
6,2,-0.18,0.1195025099504866
6,2,-0.17,0.10881577043190915
6,2,-0.16,0.09872223607946073
6,2,-0.15,0.08922491171732502
6,2,-0.14,0.0803269819635968
6,2,-0.13,0.07203180553543932
6,2,-0.12,0.06434291066942566
6,2,-0.11,0.05726399205119853
6,2,-0.1,0.0507989097865518
6,2,-0.09,0.04495169115640815
6,2,-0.08,0.039726536246723586
6,2,-0.07,0.03512782920481909
6,2,-0.06,0.031160158357436313
6,2,-0.05,0.02782835232181022
6,2,-0.04,0.02513755055228455
6,2,-0.03,0.023093360789128277
6,2,-0.02,0.021702253234787243
6,2,-0.01,0.02097252966870478
6,2,0.0,0.020915482849303117
6,2,0.01,0.021541014472979556
6,2,0.02,0.022850678501040413
6,2,0.03,0.024844682737350483
6,2,0.04,0.027526316687730458
6,2,0.05,0.03090083982702114
6,2,0.06,0.03497456298707443
6,2,0.07,0.03975450857018106
6,2,0.08,0.045248312524435265
6,2,0.09,0.051464219523848914
6,2,0.1,0.05841112030293523
6,2,0.11,0.06609861429886993
6,2,0.12,0.07453709228002507
6,2,0.13,0.08373783779126763
6,2,0.14,0.09371314803507774
6,2,0.15,0.10447647583298073
6,2,0.16,0.11604259509984441
6,2,0.17,0.1284277930068595
6,2,0.18,0.14165009279799043
6,2,0.19,0.15572951212087194
6,2,0.2,0.1706883627940767
6,2,0.21,0.18655159922258582
6,2,0.22,0.2033472242701817
6,2,0.23,0.22110676340030228
6,2,0.24,0.23986582043466873
6,2,0.25,0.2596647315229185
6,2,0.26,0.2805493380970894
6,2,0.27,0.30257190501664916
6,2,0.28,0.3257922172271941
6,2,0.29,0.35027889766643167
6,2,0.3,0.3761110017153465
6,2,0.31,0.4033799604469379
6,2,0.32,0.4321919680701095
6,2,0.33,0.46267094095537437
6,2,0.34,0.49496222039064225
6,2,0.35,0.5292372544879721
6,2,0.36,0.5656995843853552
6,2,0.37,0.6045925859245809
6,2,0.38,0.6462095932707784
6,2,0.39,0.6909072919092066
6,2,0.4,0.7391237392883641
6,2,0.41,0.791403240434017
6,2,0.42,0.8484315679196266
6,2,0.43,0.9110867913521828
6,2,0.44,0.9805143232229602
6,2,0.45,1.058241275977885
6,2,0.46,1.1463574531893046
6,2,0.47,1.2478147131903745
6,2,0.48,1.3669489853055654
6,2,0.49,1.5104517296827138
6,2,0.5,1.6893328029792039
6,2,0.51,1.9233368247320142
6,2,0.52,2.252460210051639
6,2,0.53,2.7743482938298083
6,2,0.54,3.822297796438692
6,2,0.55,8.39155692467938
6,2,0.56,1018.9428142593665
6,2,0.57,1000.0
6,2,0.58,1000.0
6,2,0.59,1000.0
6,2,0.6,1000.0
6,2,0.61,1000.0
6,2,0.62,1000.0
6,2,0.63,1000.0
6,2,0.64,1000.0
6,2,0.65,1000.0
6,2,0.66,1000.0
6,2,0.67,1000.0
6,2,0.68,1000.0
6,2,0.69,1000.0
6,2,0.7,1000.0
6,2,0.71,1000.0
6,2,0.72,1000.0
6,2,0.73,1000.0
6,2,0.74,1000.0
6,2,0.75,1000.0
6,2,0.76,1000.0
6,2,0.77,1000.0
6,2,0.78,1000.0
6,2,0.79,1000.0
6,2,0.8,1000.0
6,2,0.81,1000.0
6,2,0.82,1000.0
6,2,0.83,1000.0
6,2,0.84,1000.0
6,2,0.85,1000.0
6,2,0.86,1000.0
6,2,0.87,1000.0
6,2,0.88,1000.0
6,2,0.89,1000.0
6,2,0.9,1000.0
6,2,0.91,1000.0
6,2,0.92,1000.0
6,2,0.93,1000.0
6,2,0.94,1000.0
6,2,0.95,1000.0
6,2,0.96,1000.0
6,2,0.97,1000.0
6,2,0.98,1000.0
6,2,0.99,1000.0
6,2,1.0,1000.0
6,2,1.01,1000.0
6,2,1.02,1000.0
6,2,1.03,1000.0
6,2,1.04,1000.0
6,2,1.05,1000.0
6,2,1.06,1000.0
6,2,1.07,1000.0
6,2,1.08,1000.0
6,2,1.09,1000.0
6,2,1.1,1000.0
6,2,1.11,1000.0
6,2,1.12,1000.0
6,2,1.13,1000.0
6,2,1.14,1000.0
6,2,1.15,1000.0
6,2,1.16,1000.0
6,2,1.17,1000.0
6,2,1.18,1000.0
6,2,1.19,1000.0
6,2,1.2,1000.0
6,2,1.21,1000.0
6,2,1.22,1000.0
6,2,1.23,1000.0
6,2,1.24,1000.0
6,2,1.25,1000.0
6,2,1.26,1000.0
6,2,1.27,1000.0
6,2,1.28,1000.0
6,2,1.29,1000.0
6,2,1.3,1000.0
6,2,1.31,1000.0
6,2,1.32,1000.0
6,2,1.33,1000.0
6,2,1.34,1000.0
6,2,1.35,1000.0
6,2,1.36,1000.0
6,2,1.37,1000.0
6,2,1.38,1000.0
6,2,1.39,1000.0
6,2,1.4,1000.0
6,2,1.41,1000.0
6,2,1.42,1000.0
6,2,1.43,1000.0
6,2,1.44,1000.0
6,2,1.45,1000.0
6,2,1.46,1000.0
6,2,1.47,1000.0
6,2,1.48,1000.0
6,2,1.49,1000.0
6,2,1.5,1000.0
6,2,1.51,1000.0
6,2,1.52,1000.0
6,2,1.53,1000.0
6,2,1.54,1000.0
6,2,1.55,1000.0
6,2,1.56,1000.0
6,2,1.57,1000.0
6,2,1.58,1000.0
6,2,1.59,1000.0
6,2,1.6,1000.0
6,2,1.61,1000.0
6,2,1.62,1000.0
6,2,1.63,1000.0
6,2,1.64,1000.0
6,2,1.65,1000.0
6,2,1.66,1000.0
6,2,1.67,1000.0
6,2,1.68,1000.0
6,2,1.69,1000.0
6,2,1.7,1000.0
6,2,1.71,1000.0
6,2,1.72,1000.0
6,2,1.73,1000.0
6,2,1.74,1000.0
6,2,1.75,1000.0
6,2,1.76,1000.0
6,2,1.77,1000.0
6,2,1.78,1000.0
6,2,1.79,1000.0
6,2,1.8,1000.0
6,2,1.81,1000.0
6,2,1.82,1000.0
6,2,1.83,1000.0
6,2,1.84,1000.0
6,2,1.85,1000.0
6,2,1.86,1000.0
6,2,1.87,1000.0
6,2,1.88,1000.0
6,2,1.89,1000.0
6,2,1.9,1000.0
6,2,1.91,1000.0
6,2,1.92,1000.0
6,2,1.93,1000.0
6,2,1.94,1000.0
6,2,1.95,1000.0
6,2,1.96,1000.0
6,2,1.97,1000.0
6,2,1.98,1000.0
6,2,1.99,1000.0
6,2,2.0,1000.0
6,5,-2.0,1000.0
6,5,-1.99,1000.0
6,5,-1.98,1000.0
6,5,-1.97,1000.0
6,5,-1.96,1000.0
6,5,-1.95,1000.0
6,5,-1.94,1000.0
6,5,-1.93,1000.0
6,5,-1.92,1000.0
6,5,-1.91,1000.0
6,5,-1.9,1000.0
6,5,-1.89,1000.0
6,5,-1.88,1000.0
6,5,-1.87,1000.0
6,5,-1.86,1000.0
6,5,-1.85,1000.0
6,5,-1.84,1000.0
6,5,-1.83,1000.0
6,5,-1.82,1000.0
6,5,-1.81,1000.0
6,5,-1.8,1000.0
6,5,-1.79,1000.0
6,5,-1.78,1000.0
6,5,-1.77,1000.0
6,5,-1.76,1000.0
6,5,-1.75,1000.0
6,5,-1.74,1000.0
6,5,-1.73,1000.0
6,5,-1.72,1000.0
6,5,-1.71,1000.0
6,5,-1.7,1000.0
6,5,-1.69,1000.0
6,5,-1.68,1000.0
6,5,-1.67,1000.0
6,5,-1.66,1000.0
6,5,-1.65,1000.0
6,5,-1.64,1000.0
6,5,-1.63,1000.0
6,5,-1.62,1000.0
6,5,-1.61,1000.0
6,5,-1.6,1000.0
6,5,-1.59,1000.0
6,5,-1.58,1000.0
6,5,-1.57,1000.0
6,5,-1.56,1000.0
6,5,-1.55,1000.0
6,5,-1.54,1000.0
6,5,-1.53,1000.0
6,5,-1.52,1000.0
6,5,-1.51,1000.0
6,5,-1.5,1000.0
6,5,-1.49,1000.0
6,5,-1.48,1000.0
6,5,-1.47,1000.0
6,5,-1.46,1000.0
6,5,-1.45,1000.0
6,5,-1.44,1000.0
6,5,-1.43,1000.0
6,5,-1.42,1000.0
6,5,-1.41,1000.0
6,5,-1.4,1000.0
6,5,-1.39,1000.0
6,5,-1.38,1000.0
6,5,-1.37,1000.0
6,5,-1.36,1000.0
6,5,-1.35,1000.0
6,5,-1.34,1000.0
6,5,-1.33,1000.0
6,5,-1.32,1000.0
6,5,-1.31,1000.0
6,5,-1.3,1000.0
6,5,-1.29,1000.0
6,5,-1.28,1000.0
6,5,-1.27,1000.0
6,5,-1.26,1000.0
6,5,-1.25,1000.0
6,5,-1.24,1000.0
6,5,-1.23,1000.0
6,5,-1.22,1000.0
6,5,-1.21,1000.0
6,5,-1.2,1000.0
6,5,-1.19,1000.0
6,5,-1.18,1000.0
6,5,-1.17,1000.0
6,5,-1.16,1000.0
6,5,-1.15,1000.0
6,5,-1.14,1000.0
6,5,-1.13,1000.0
6,5,-1.12,1000.0
6,5,-1.11,1000.0
6,5,-1.1,1000.0
6,5,-1.09,1000.0
6,5,-1.08,1000.0
6,5,-1.07,1000.0
6,5,-1.06,1000.0
6,5,-1.05,1000.0
6,5,-1.04,1000.0
6,5,-1.03,1000.0
6,5,-1.02,1000.0
6,5,-1.01,1000.0
6,5,-1.0,1000.0
6,5,-0.99,1000.0
6,5,-0.98,1000.0
6,5,-0.97,1000.0
6,5,-0.96,1000.0
6,5,-0.95,1000.0
6,5,-0.94,1000.0
6,5,-0.93,1000.0
6,5,-0.92,1000.0
6,5,-0.91,1000.0
6,5,-0.9,1000.0
6,5,-0.89,1000.0
6,5,-0.88,1000.0
6,5,-0.87,6.180036937327747
6,5,-0.86,6.175617096630573
6,5,-0.85,6.109973797581721
6,5,-0.84,6.03756439678101
6,5,-0.83,5.962924308078785
6,5,-0.82,5.887126198696637
6,5,-0.81,5.810671037637483
6,5,-0.8,5.733798609263836
6,5,-0.79,5.6565975954145795
6,5,-0.78,5.579070552035889
6,5,-0.77,5.501174566352554
6,5,-0.76,5.422846833872533
6,5,-0.75,5.344020847209666
6,5,-0.74,5.264636535477313
6,5,-0.73,5.184646184773156
6,5,-0.72,5.104017105324757
6,5,-0.71,5.022731585361182
6,5,-0.7,4.940784529499982
6,5,-0.69,4.85817922181443
6,5,-0.68,4.774922405095055
6,5,-0.67,4.6910289550595845
6,5,-0.66,4.606498960638588
6,5,-0.65,4.521291663895106
6,5,-0.64,4.435363285573221
6,5,-0.63,4.3486524186274265
6,5,-0.62,4.261079863059199
6,5,-0.61,4.172554351530563
6,5,-0.6,4.082982121169402
6,5,-0.59,3.9922796915303853
6,5,-0.58,3.900388342969082
6,5,-0.57,3.8072877968950776
6,5,-0.56,3.7130059425214843
6,5,-0.55,3.617621620457593
6,5,-0.54,3.5212587260947377
6,5,-0.53,3.4240720217866354
6,5,-0.52,3.3262273989299427
6,5,-0.51,3.227881161526478
6,5,-0.5,3.1291636622074024
6,5,-0.49,3.0301720104011527
6,5,-0.48,2.9309745344388847
6,5,-0.47,2.8316265477268976
6,5,-0.46,2.7321935691596217
6,5,-0.45,2.6327755675043303
6,5,-0.44,2.53352492212805
6,5,-0.43,2.434651943431334
6,5,-0.42,2.336414652043076
6,5,-0.41,2.2390931955944833
6,5,-0.4,2.142952577403492
6,5,-0.39,2.0481991416675767
6,5,-0.38,1.9549358896583158
6,5,-0.37,1.863119363635299
6,5,-0.36,1.7725174797298247
6,5,-0.35,1.6826654122666447
6,5,-0.34,1.5928216687441965
6,5,-0.33,1.5019604319655757
6,5,-0.32,1.4089580179995447
6,5,-0.31,1.3133775685999818
6,5,-0.3,1.2170345317431253
6,5,-0.29,1.1242401418354175
6,5,-0.28,1.038153915086883
6,5,-0.27,0.9584177720512285
6,5,-0.26,0.8835407339383335
6,5,-0.25,0.8128968961213192
6,5,-0.24,0.7466684458585334
6,5,-0.23,0.6851085979762982
6,5,-0.22,0.6280460159021225
6,5,-0.21,0.5749361153844513
6,5,-0.2,0.5251641830297553
6,5,-0.19,0.4782256653302943
6,5,-0.18,0.43373951852430553
6,5,-0.17,0.3914101924399264
6,5,-0.16,0.3510101010274531
6,5,-0.15,0.3123904303382214
6,5,-0.14,0.2755016165457951
6,5,-0.13,0.24040401289979832
6,5,-0.12,0.20725963603091363
6,5,-0.11,0.17630703575996765
6,5,-0.1,0.14782506434264148
6,5,-0.09,0.12208824594148637
6,5,-0.08,0.0993169130784556
6,5,-0.07,0.07963399152015842
6,5,-0.06,0.06304598495326481
6,5,-0.05,0.04945677673063385
6,5,-0.04,0.03870588439809965
6,5,-0.03,0.030613439934023882
6,5,-0.02,0.025017583710412176
6,5,-0.01,0.021799218790450794
6,5,0.0,0.020895430727674334
6,5,0.01,0.02230026472456094
6,5,0.02,0.026059980715441203
6,5,0.03,0.032282056483041055
6,5,0.04,0.0411425821703427
6,5,0.05,0.05288873605133381
6,5,0.06,0.06784005168774693
6,5,0.07,0.08638483948132925
6,5,0.08,0.10896547850231528
6,5,0.09,0.13604632212643827
6,5,0.1,0.168063070108829
6,5,0.11,0.20536608129351072
6,5,0.12,0.24818961987252758
6,5,0.13,0.29668907422302937
6,5,0.14,0.3510683476753396
6,5,0.15,0.4117733021949342
6,5,0.16,0.4796954309288014
6,5,0.17,0.5563507463280344
6,5,0.18,0.6440604876854052
6,5,0.19,0.7462260183836998
6,5,0.2,0.8678610660351019
6,5,0.21,1.0166942387248028
6,5,0.22,1.2055994161201173
6,5,0.23,1.4586049467063555
6,5,0.24,1.8288689451476514
6,5,0.25,2.473303841328431
6,5,0.26,4.297407980284768
6,5,0.27,1000.0
6,5,0.28,1000.0
6,5,0.29,1000.0
6,5,0.3,1000.0
6,5,0.31,1000.0
6,5,0.32,1000.0
6,5,0.33,1000.0
6,5,0.34,1000.0
6,5,0.35,1000.0
6,5,0.36,1000.0
6,5,0.37,1000.0
6,5,0.38,1000.0
6,5,0.39,1000.0
6,5,0.4,1000.0
6,5,0.41,1000.0
6,5,0.42,1000.0
6,5,0.43,1000.0
6,5,0.44,1000.0
6,5,0.45,1000.0
6,5,0.46,1000.0
6,5,0.47,1000.0
6,5,0.48,1000.0
6,5,0.49,1000.0
6,5,0.5,1000.0
6,5,0.51,1000.0
6,5,0.52,1000.0
6,5,0.53,1000.0
6,5,0.54,1000.0
6,5,0.55,1000.0
6,5,0.56,1000.0
6,5,0.57,1000.0
6,5,0.58,1000.0
6,5,0.59,1000.0
6,5,0.6,1000.0
6,5,0.61,1000.0
6,5,0.62,1000.0
6,5,0.63,1000.0
6,5,0.64,1000.0
6,5,0.65,1000.0
6,5,0.66,1000.0
6,5,0.67,1000.0
6,5,0.68,1000.0
6,5,0.69,1000.0
6,5,0.7,1000.0
6,5,0.71,1000.0
6,5,0.72,1000.0
6,5,0.73,1000.0
6,5,0.74,1000.0
6,5,0.75,1000.0
6,5,0.76,1000.0
6,5,0.77,1000.0
6,5,0.78,1000.0
6,5,0.79,1000.0
6,5,0.8,1000.0
6,5,0.81,1000.0
6,5,0.82,1000.0
6,5,0.83,1000.0
6,5,0.84,1000.0
6,5,0.85,1000.0
6,5,0.86,1000.0
6,5,0.87,1000.0
6,5,0.88,1000.0
6,5,0.89,1000.0
6,5,0.9,1000.0
6,5,0.91,1000.0
6,5,0.92,1000.0
6,5,0.93,1000.0
6,5,0.94,1000.0
6,5,0.95,1000.0
6,5,0.96,1000.0
6,5,0.97,1000.0
6,5,0.98,1000.0
6,5,0.99,1000.0
6,5,1.0,1000.0
6,5,1.01,1000.0
6,5,1.02,1000.0
6,5,1.03,1000.0
6,5,1.04,1000.0
6,5,1.05,1000.0
6,5,1.06,1000.0
6,5,1.07,1000.0
6,5,1.08,1000.0
6,5,1.09,1000.0
6,5,1.1,1000.0
6,5,1.11,1000.0
6,5,1.12,1000.0
6,5,1.13,1000.0
6,5,1.14,1000.0
6,5,1.15,1000.0
6,5,1.16,1000.0
6,5,1.17,1000.0
6,5,1.18,1000.0
6,5,1.19,1000.0
6,5,1.2,1000.0
6,5,1.21,1000.0
6,5,1.22,1000.0
6,5,1.23,1000.0
6,5,1.24,1000.0
6,5,1.25,1000.0
6,5,1.26,1000.0
6,5,1.27,1000.0
6,5,1.28,1000.0
6,5,1.29,1000.0
6,5,1.3,1000.0
6,5,1.31,1000.0
6,5,1.32,1000.0
6,5,1.33,1000.0
6,5,1.34,1000.0
6,5,1.35,1000.0
6,5,1.36,1000.0
6,5,1.37,1000.0
6,5,1.38,1000.0
6,5,1.39,1000.0
6,5,1.4,1000.0
6,5,1.41,1000.0
6,5,1.42,1000.0
6,5,1.43,1000.0
6,5,1.44,1000.0
6,5,1.45,1000.0
6,5,1.46,1000.0
6,5,1.47,1000.0
6,5,1.48,1000.0
6,5,1.49,1000.0
6,5,1.5,1000.0
6,5,1.51,1000.0
6,5,1.52,1000.0
6,5,1.53,1000.0
6,5,1.54,1000.0
6,5,1.55,1000.0
6,5,1.56,1000.0
6,5,1.57,1000.0
6,5,1.58,1000.0
6,5,1.59,1000.0
6,5,1.6,1000.0
6,5,1.61,1000.0
6,5,1.62,1000.0
6,5,1.63,1000.0
6,5,1.64,1000.0
6,5,1.65,1000.0
6,5,1.66,1000.0
6,5,1.67,1000.0
6,5,1.68,1000.0
6,5,1.69,1000.0
6,5,1.7,1000.0
6,5,1.71,1000.0
6,5,1.72,1000.0
6,5,1.73,1000.0
6,5,1.74,1000.0
6,5,1.75,1000.0
6,5,1.76,1000.0
6,5,1.77,1000.0
6,5,1.78,1000.0
6,5,1.79,1000.0
6,5,1.8,1000.0
6,5,1.81,1000.0
6,5,1.82,1000.0
6,5,1.83,1000.0
6,5,1.84,1000.0
6,5,1.85,1000.0
6,5,1.86,1000.0
6,5,1.87,1000.0
6,5,1.88,1000.0
6,5,1.89,1000.0
6,5,1.9,1000.0
6,5,1.91,1000.0
6,5,1.92,1000.0
6,5,1.93,1000.0
6,5,1.94,1000.0
6,5,1.95,1000.0
6,5,1.96,1000.0
6,5,1.97,1000.0
6,5,1.98,1000.0
6,5,1.99,1000.0
6,5,2.0,1000.0
6,10,-2.0,1000.0
6,10,-1.99,1000.0
6,10,-1.98,1000.0
6,10,-1.97,1000.0
6,10,-1.96,1000.0
6,10,-1.95,1000.0
6,10,-1.94,1000.0
6,10,-1.93,1000.0
6,10,-1.92,1000.0
6,10,-1.91,1000.0
6,10,-1.9,1000.0
6,10,-1.89,1000.0
6,10,-1.88,1000.0
6,10,-1.87,1000.0
6,10,-1.86,1000.0
6,10,-1.85,1000.0
