window_size,dp_v,dp_v3,J
1,-1.3125,-0.15,0.8893968228384811
1,-1.3125,-0.1125,0.8660873446030839
1,-1.3125,-0.075,0.8414254987613471
1,-1.3125,-0.0375,0.8152688486023376
1,-1.3125,0.0,0.7874544429816815
1,-1.3125,0.0375,0.7577959485032476
1,-1.3125,0.075,0.7260811633997801
1,-1.3125,0.1125,0.6920710828808119
1,-1.3125,0.15,0.6555032799202063
1,-1.3125,0.1875,0.6161062046294342
1,-1.3125,0.225,0.5736407940283589
1,-1.3125,0.2625,0.5280127945239269
1,-1.3125,0.3,0.4795822752209748
1,-1.3125,0.3375,0.43011661081346625
1,-1.3125,0.375,0.3862101120273733
1,-1.3125,0.4125,0.37541215282203644
1,-1.3125,0.45,0.6782291017803113
1,-1.3125,0.4875,1000.0
1,-1.3125,0.525,1000.0
1,-1.3125,0.5625,1000.0
1,-1.3125,0.6,1000.0
1,-1.3125,0.6375,1000.0
1,-1.3125,0.675,1000.0
1,-1.3125,0.7125,1000.0
1,-1.3125,0.75,1000.0
1,-1.3125,0.7875,1000.0
1,-1.3125,0.825,1000.0
1,-1.3125,0.8625,1000.0
1,-1.3125,0.9,1000.0
1,-1.3125,0.9375,1000.0
1,-1.3125,0.975,1000.0
1,-1.3125,1.0125,1000.0
1,-1.3125,1.05,1000.0
1,-1.3125,1.0875,1000.0
1,-1.3125,1.125,1000.0
1,-1.3125,1.1625,1000.0
1,-1.3125,1.2,1000.0
1,-1.3125,1.2375,1000.0
1,-1.3125,1.275,1000.0
1,-1.3125,1.3125,1000.0
1,-1.3125,1.35,1000.0
1,-1.3125,1.3875,1000.0
1,-1.3125,1.425,1000.0
1,-1.3125,1.4625,1000.0
1,-1.3125,1.5,1000.0
1,-1.275,-1.5,1.3051304461090472
1,-1.275,-1.4625,1.2982921710372093
1,-1.275,-1.425,1.2912580664948856
1,-1.275,-1.3875,1.2840277999108667
1,-1.275,-1.35,1.2765982865776897
1,-1.275,-1.3125,1.2689649610446092
1,-1.275,-1.275,1.2611223264442968
1,-1.275,-1.2375,1.2530641817445338
1,-1.275,-1.2,1.2447837049381243
1,-1.275,-1.1625,1.23627346717765
1,-1.275,-1.125,1.2275254099415898
1,-1.275,-1.0875,1.218530799638437
1,-1.275,-1.05,1.209280166571027
1,-1.275,-1.0125,1.199763231830802
1,-1.275,-0.975,1.1899688240286739
1,-1.275,-0.9375,1.179884786789747
1,-1.275,-0.9,1.1694978772225937
1,-1.275,-0.8625,1.158793654946571
1,-1.275,-0.825,1.1477563606573187
1,-1.275,-0.7875,1.1363687826102176
1,-1.275,-0.75,1.1246121087983243
1,-1.275,-0.7125,1.1124657619891425
1,-1.275,-0.675,1.0999072141505548
1,-1.275,-0.6375,1.0869117761187979
1,-1.275,-0.6,1.0734523576103334
1,-1.275,-0.5625,1.0594991918172605
1,-1.275,-0.525,1.0450195178086834
1,-1.275,-0.4875,1.0299772127390538
1,-1.275,-0.45,1.0143323643854447
1,-1.275,-0.4125,0.9980407727427986
1,-1.275,-0.375,0.9810533672456575
1,-1.275,-0.3375,0.9633155236146034
1,-1.275,-0.3,0.9447662613384015
1,-1.275,-0.2625,0.9253372994700171
1,-1.275,-0.225,0.9049519449779161
1,-1.275,-0.1875,0.8835237849448275
1,-1.275,-0.15,0.8609551527476964
1,-1.275,-0.1125,0.8371353417304351
1,-1.275,-0.075,0.8119385534892495
1,-1.275,-0.0375,0.7852216035424008
1,-1.275,0.0,0.7568214896623396
1,-1.275,0.0375,0.7265531107454841
1,-1.275,0.075,0.6942078245356463
1,-1.275,0.1125,0.659554421708113
1,-1.275,0.15,0.6223461266960888
1,-1.275,0.1875,0.5823420965110191
1,-1.275,0.225,0.5393642581216274
1,-1.275,0.2625,0.4934445568654398
1,-1.275,0.3,0.4452238734302773
1,-1.275,0.3375,0.3971726936318289
1,-1.275,0.375,0.3580344809498382
1,-1.275,0.4125,0.3651560765459749
1,-1.275,0.45,0.939166568664658
1,-1.275,0.4875,1000.0
1,-1.275,0.525,1000.0
1,-1.275,0.5625,1000.0
