arm,seed,window_size,t,x,y
reset,1,2,17.939999999999706,5.844663524289259,2.670433194456877
reset,1,2,17.959999999999706,5.805384468177227,2.7231410627167585
reset,1,2,17.979999999999706,5.763364019140055,2.7759799748609626
reset,1,2,17.999999999999705,5.718655144529295,2.828872434204082
reset,1,2,18.019999999999705,5.671319001224754,2.8817386843221575
reset,1,2,18.039999999999704,5.621424756402668,2.934497022806022
reset,1,2,18.059999999999704,5.569049347378054,2.9870641391791324
reset,1,2,18.079999999999703,5.514277181645722,3.0393554743873623
reset,1,2,18.099999999999703,5.457199779083767,3.0912855988822354
reset,1,2,18.119999999999703,5.3979153591107245,3.1427686059706725
reset,1,2,18.139999999999702,5.336528376384459,3.1937185168025692
reset,1,2,18.1599999999997,5.273149009379072,3.2440496931205915
reset,1,2,18.1799999999997,5.207892606858242,3.29367725371148
reset,1,2,18.1999999999997,5.140879097863645,3.3425174903803794
reset,1,2,18.2199999999997,5.072232371341391,3.3904882792231414
reset,1,2,18.2399999999997,5.002079631926428,3.4375094829981734
reset,1,2,18.2599999999997,4.9305507386859,3.4835033404993063
reset,1,2,18.2799999999997,4.857777533782087,3.5283948390024804
reset,1,2,18.2999999999997,4.783893168051541,3.5721120660979886
reset,1,2,18.3199999999997,4.709031430410556,3.614586537521088
reset,1,2,18.339999999999698,4.633326087792474,3.6557534979498105
reset,1,2,18.359999999999697,4.556910242006908,3.6955521921413337
reset,1,2,18.379999999999697,4.479915709494865,3.7339261042178102
reset,1,2,18.399999999999697,4.4024724294493325,3.7708231633788305
reset,1,2,18.419999999999696,4.324707905192323,3.8061959148001203
reset,1,2,18.439999999999696,4.246746683062124,3.84000165496599
reset,1,2,18.459999999999695,4.168709872384913,3.872202531166047
reset,1,2,18.479999999999695,4.090714709399244,3.9027656053550284
reset,1,2,18.499999999999694,4.012874167286527,3.9316628830193214
reset,1,2,18.519999999999694,3.935296613750727,3.9588713081070037
reset,1,2,18.539999999999694,3.8580855169004233,3.9843727254534067
reset,1,2,18.559999999999693,3.7813391995286585,4.008153812466035
reset,1,2,18.579999999999693,3.7051506412717043,4.030205982117316
reset,1,2,18.599999999999692,3.6296073275658514,4.0505252595286425
reset,1,2,18.619999999999692,3.5547911438186053,4.06911213461348
reset,1,2,18.63999999999969,3.4807783127721295,4.0859713933810955
reset,1,2,18.65999999999969,3.407639372665345,4.10111193058718
reset,1,2,18.67999999999969,3.3354391934978738,4.11454654645558
reset,1,2,18.69999999999969,3.2642370284633553,4.1262917301898545
reset,1,2,18.71999999999969,3.194086597449467,4.1363674329482985
reset,1,2,18.73999999999969,3.1250361993938864,4.144796832875845
reset,1,2,18.75999999999969,3.057128850235005,4.151606094675639
reset,1,2,18.77999999999969,2.9904024431983105,4.15682412606695
reset,1,2,18.799999999999688,2.924889928208197,4.160482333319426
reset,1,2,18.819999999999688,2.860619507304538,4.162614377881256
reset,1,2,18.839999999999687,2.797614843067419,4.163255935935244
